baseClass,baseLabel,superClass,superLabel
UBERON:0001098,incisor tooth,UBERON:0001091,calcareous tooth
CL:0000966,Bm4 B cell,CL:0000844,germinal center B cell
UBERON:3010219,internal carotid,UBERON:3010217,carotid
HP:0007360,Aplasia/Hypoplasia of the cerebellum,HP:0002977,Aplasia/Hypoplasia involving the central nervous system
UBERON:0003543,left lung respiratory bronchiole,UBERON:0003539,left lung bronchiole
UBERON:0006640,crus of clitoris,UBERON:0014404,female anatomical structure
HP:0100404,Duplication of the proximal phalanx of the 3rd toe,HP:0010370,Abnormality of the proximal phalanx of the 3rd toe
UBERON:2002149,vertebral element 9,UBERON:0010913,vertebral element
DOID:0060199,amyotrophic lateral sclerosis type 7,DOID:332,amyotrophic lateral sclerosis
UBERON:0007692,nucleus of thalamus,UBERON:0006569,diencephalic nucleus
HP:0011002,Osteopetrosis,HP:0011001,Increased bone mineral density
UBERON:0010063,tympanic cavity epithelium,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:3000787,collum antibrachii,UBERON:0004120,mesoderm-derived structure
HP:0010422,Complete duplication of the proximal phalanx of the 2nd toe,HP:0010403,Duplication of the proximal phalanx of the 2nd toe
DOID:8778,Crohn's disease,DOID:0050589,inflammatory bowel disease
UBERON:0003511,iris blood vessel,UBERON:0003496,head blood vessel
HP:0012248,Prolonged PR interval,HP:0003115,Abnormal EKG
CL:0002408,immature Vgamma2-negative thymocyte,CL:0002405,gamma-delta thymocyte
CL:0009001,compound eye retinal cell,CL:0002371,somatic cell
UBERON:0002070,superior pancreaticoduodenal artery,UBERON:0004573,systemic artery
HP:0100743,Neoplasm of the rectum,HP:0100834,Neoplasm of the large intestine
HP:0003022,Hypoplasia of the ulna,HP:0006495,Aplasia/Hypoplasia of the ulna
UBERON:4440009,pectoral fin radial skeleton,UBERON:4300013,paired fin radial skeleton
UBERON:0002259,corpora quadrigemina,UBERON:0004121,ectoderm-derived structure
HP:0009500,Abnormality of the epiphysis of the middle phalanx of the 2nd finger,HP:0009543,Abnormality of the middle phalanx of the 2nd finger
UBERON:0003914,epithelial tube,UBERON:0000483,epithelium
UBERON:0002792,lumbar spinal cord,UBERON:0005844,spinal cord segment
UBERON:0010262,operculum of brain,UBERON:0010314,structure with developmental contribution from neural crest
HP:0009405,Bullet-shaped phalanges of the 4th finger,HP:0009769,Bullet-shaped phalanges of the hand
DOID:6004,aleukemic leukemia,DOID:1240,leukemia
CL:0002645,endo-epithelial cell of pharyngotympanic part of viscerocranial mucosa,CL:0002261,endothelial cell of viscerocranial mucosa
HP:0001131,Corneal dystrophy,HP:0000481,Abnormality of the cornea
UBERON:2001698,anal-fin stay,UBERON:0002513,endochondral bone
CL:0000257,Mycetozoan cell,CL:0000255,eukaryotic cell
HP:0000041,Chordee,HP:0000036,Abnormality of the penis
UBERON:3010031,ventral glands,UBERON:3010603,body gland
HP:0004713,Reversible renal failure,HP:0000083,Renal insufficiency
DOID:12668,abnormal retinal correspondence,DOID:12667,binocular vision disease
HP:0012320,Absent pigmentation of the limbs,HP:0200098,Absent skin pigmentation
CL:0002063,type II pneumocyte,CL:0000322,pneumocyte
UBERON:0004571,systemic arterial system,UBERON:0007798,vascular system
CL:0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell",CL:0000912,helper T cell
DOID:2228,thrombocytosis,DOID:2218,blood platelet disease
UBERON:0003541,left lung terminal bronchiole,UBERON:0002187,terminal bronchiole
UBERON:0001423,radius bone,UBERON:0003466,forelimb zeugopod bone
HP:0001094,Iridocyclitis,HP:0012122,Anterior uveitis
HP:0010282,Thin lower lip vermilion,HP:0000178,Abnormality of lower lip
HP:0100442,Bullet-shaped distal phalanx of the 5th toe,HP:0010385,Bullet-shaped phalanges of the 5th toe
HP:0011333,Asymmetric crying face,HP:0000324,Facial asymmetry
UBERON:0002196,adenohypophysis,UBERON:0000064,organ part
HP:0000635,Blue irides,HP:0008034,Abnormal iris pigmentation
CL:0000810,"CD4-positive, alpha-beta thymocyte",CL:0000893,thymocyte
UBERON:0014405,nymph stage,UBERON:0000069,larval stage
UBERON:0001313,iliolumbar artery,UBERON:0001637,artery
UBERON:0006077,subdivision of vertebral column,UBERON:0000075,subdivision of skeletal system
CL:0000745,horizontal cell,CL:0000099,interneuron
UBERON:0002723,mammillary princeps fasciculus,UBERON:0002316,white matter
UBERON:0000445,habenular trigone,UBERON:0002757,regional part of epithalamus
CL:0002106,IgD-positive CD38-positive IgG memory B cell,CL:0002105,CD38-positive IgG memory B cell
UBERON:3000798,presacral shield,UBERON:0000064,organ part
HP:0009285,Curved phalanges of the 4th finger,HP:0004095,Curved fingers
UBERON:0002771,middle temporal gyrus,UBERON:0000200,gyrus
HP:0012551,Absent neutrophil specific granules,HP:0011992,Abnormality of neutrophil morphology
UBERON:0002831,posteroventral cochlear nucleus,UBERON:0001720,cochlear nucleus
HP:0009459,Short proximal phalanx of the 3rd finger,HP:0009461,Short 3rd finger
HP:0012186,Entrapment neuropathy of the ulnar nerve at elbow,HP:0012181,Entrapment neuropathy
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009390,Small epiphyses of the 5th finger
HP:0009531,Pseudoepiphysis of the proximal phalanx of the 2nd finger,HP:0010275,Pseudoepiphyses of the proximal phalanges of the hand
DOID:8337,appendicitis,DOID:1518,cecal disease
HP:0002891,Uterine leiomyosarcoma,HP:0100243,Leiomyosarcoma
UBERON:0006803,obturator foramen,UBERON:0004120,mesoderm-derived structure
HP:0004943,Accelerated atherosclerosis,HP:0002621,Atherosclerosis
DOID:6548,angiomatous meningioma,DOID:3565,meningioma
HP:0002281,Gray matter heterotopias,HP:0002282,Heterotopia
UBERON:0009708,dorsal pancreas,UBERON:0005177,trunk organ
UBERON:0013720,dartos muscle of labia majora,UBERON:0005156,reproductive structure
UBERON:0003419,mesenchyme of parotid,UBERON:0009891,facial mesenchyme
HP:0100905,Sclerosis of the middle phalanx of the 3rd finger,HP:0100919,Sclerosis of the phalanges of the 3rd finger
DOID:10124,corneal disease,DOID:5614,eye disease
DOID:5421,lung combined type small cell carcinoma,DOID:5409,lung small cell carcinoma
UBERON:0002281,vestibular membrane of cochlear duct,UBERON:0004121,ectoderm-derived structure
DOID:1307,dementia,DOID:1561,cognitive disorder
UBERON:2001677,mesethmoid-nasal joint,UBERON:0000982,skeletal joint
DOID:5550,choriocarcinoma of ovary,DOID:3594,choriocarcinoma
UBERON:0004367,Descemet's membrane,UBERON:0005769,basement membrane of epithelium
CL:1000597,papillary tips cell,CL:1000505,kidney pelvis cell
HP:0003365,Arthralgia of the hip,HP:0003272,Abnormality of the hip bone
UBERON:0010540,tarsus pre-cartilage condensation,UBERON:0015050,tarsus endochondral element
UBERON:0004316,distal phalanx of pedal digit 2,UBERON:0003641,pedal digit 2 phalanx
HP:0100600,Penoscrotal transposition,HP:0000045,Abnormality of the scrotum
HP:0009538,Contracture of the distal interphalangeal joint of the 2nd finger,HP:0009537,Flexion contracture of the 2nd finger
UBERON:0006666,great cerebral vein,UBERON:0001663,cerebral vein
HP:0001923,Reticulocytosis,HP:0004312,Abnormality of reticulocytes
HP:0012629,Phacodonesis,HP:0000517,Abnormality of the lens
UBERON:0005988,atrium myocardial trabecula,UBERON:0004120,mesoderm-derived structure
UBERON:0003092,ultimobranchial body,UBERON:0004119,endoderm-derived structure
UBERON:0007252,intervertebral disk of cervical vertebra,UBERON:2001457,postcranial axial cartilage
UBERON:0009733,sublaminar layers S1 or S2 or S3,UBERON:0008921,substratum of layer of retina
DOID:1260,parametritis,DOID:1003,pelvic inflammatory disease
HP:0012473,Tongue atrophy,HP:0000157,Abnormality of the tongue
DOID:6407,ovarian surface papilloma,DOID:6214,ovarian papillary neoplasm
UBERON:0016410,male breast,UBERON:0014403,male anatomical structure
HP:0008504,Moderate sensorineural hearing impairment,HP:0000407,Sensorineural hearing impairment
DOID:6166,prostatic urethra urothelial carcinoma,DOID:6167,prostatic urethral cancer
CL:1000398,endothelial cell of hepatic sinusoid,CL:0002262,endothelial cell of sinusoid
DOID:0050860,colorectal adenoma,DOID:4610,intestinal benign neoplasm
NCBITaxon:11086,Louping ill virus,NCBITaxon:29263,tick-borne encephalitis virus group
HP:0200129,Calcific mitral stenosis,HP:0001718,Mitral stenosis
UBERON:0012074,bony part of hard palate,UBERON:0010314,structure with developmental contribution from neural crest
DOID:12506,Bell's palsy,DOID:13934,facial paralysis
DOID:986,alopecia areata,DOID:417,hypersensitivity reaction type II disease
HP:0000140,Abnormality of the menstrual cycle,HP:0008373,Puberty and gonadal disorders
HP:0008628,Abnormality of the stapes,HP:0004452,Abnormality of the middle ear ossicles
UBERON:4200070,median fin spine,UBERON:4200075,fin spine
DOID:13515,tuberous sclerosis,DOID:0050736,autosomal dominant disease
UBERON:0006294,stapes pre-cartilage condensation,UBERON:0005866,pre-cartilage condensation
HP:0002028,Chronic diarrhea,HP:0002014,Diarrhea
UBERON:0002775,olivocochlear bundle,UBERON:0003544,brain white matter
UBERON:0010404,lateral ventricle subependymal layer,UBERON:0000119,cell layer
DOID:5638,malignant giant cell tumor of soft parts,DOID:1907,malignant fibroxanthoma
UBERON:0004271,outflow tract pericardium,UBERON:0005983,heart layer
CL:0002307,brush border cell of the proximal tubule,CL:0002306,epithelial cell of proximal tubule
HP:0010328,Polydactyly affecting the 2nd toe,HP:0010112,Mesoaxial foot polydactyly
UBERON:0010146,paraurethral duct,UBERON:0005156,reproductive structure
UBERON:0005036,mucosa of main bronchus,UBERON:0000410,bronchial mucosa
DOID:6943,vulvar inverted follicular keratosis,DOID:6944,vulvar seborrheic keratosis
UBERON:0005294,genital ridge,UBERON:0005423,developing anatomical structure
HP:0010081,Patchy sclerosis of the distal phalanx of the hallux,HP:0100944,Sclerosis of the distal phalanx of the hallux
HP:0007808,Bilateral retinal coloboma,HP:0000480,Retinal coloboma
HP:0003455,Elevated long chain fatty acids,HP:0010964,Abnormality of long-chain fatty-acid metabolism
DOID:5604,adult acute lymphocytic leukemia,DOID:9952,acute lymphocytic leukemia
UBERON:3000828,margo posterior of cleithrum,UBERON:0004121,ectoderm-derived structure
HP:0100067,Bracket epiphyses of the 4th toe,HP:0010335,Abnormality of the epiphyses of the 4th toe
DOID:4812,adult brainstem gliosarcoma,DOID:4813,adult brain stem glioma
UBERON:0001903,thalamic reticular nucleus,UBERON:0015234,nucleus of ventral thalamus
UBERON:0011274,nail of manual digit 2,UBERON:0009565,nail of manual digit
UBERON:0003236,epithelium of lower jaw,UBERON:0000490,unilaminar epithelium
DOID:0060167,seasonal affective disorder,DOID:1596,mental depression
DOID:5207,monodermal teratoma,DOID:5567,ovarian germ cell teratoma
DOID:3766,leukorrhea,DOID:3767,vaginal discharge
UBERON:0013483,crypt of Lieberkuhn of jejunum,UBERON:0001241,crypt of Lieberkuhn of small intestine
UBERON:0005387,olfactory glomerulus,UBERON:0010314,structure with developmental contribution from neural crest
NCBITaxon:29185,Rotaliida,NCBITaxon:29178,Foraminifera
UBERON:0003125,vitelline membrane,UBERON:0000470,cell part
UBERON:2001909,pharyngobranchial element,UBERON:0010314,structure with developmental contribution from neural crest
NCBITaxon:40005,Yellow fever virus group,NCBITaxon:11051,Flavivirus
UBERON:0015121,left outer canthus,UBERON:0015212,lateral structure
HP:0007661,Chorioretinal hypopigmentation and hyperpigmentation,HP:0000532,Chorioretinal abnormality
UBERON:0013538,Brodmann (1909) area 7,UBERON:0013529,Brodmann area
UBERON:4300018,ventral marginal cartilage,UBERON:0014403,male anatomical structure
DOID:2934,aleutian mink disease,DOID:934,viral infectious disease
HP:0004863,Compensated hemolytic anemia,HP:0001878,Hemolytic anemia
UBERON:0002290,choroid plexus of fourth ventricle,UBERON:0006694,cerebellum vasculature
UBERON:0001580,levator labii superioris,UBERON:0001577,facial nerve muscle
UBERON:0011199,prostatic utricle,UBERON:0000064,organ part
UBERON:0003261,thyroid primordium endoderm,UBERON:0000925,endoderm
UBERON:0010534,primitive mesonephric nephron,UBERON:0005322,mesonephric nephron
HP:0010514,Hyperpituitarism,HP:0011747,Abnormality of the anterior pituitary
HP:0000283,Broad face,HP:0001999,Abnormal facial shape
CL:0000884,mucosa-associated lymphoid tissue macrophage,CL:0000867,secondary lymphoid organ macrophage
HP:0100524,Limb duplication,HP:0002813,Abnormality of limb bone morphology
NCBITaxon:39759,Deltavirus,NCBITaxon:10239,Viruses
HP:0004835,Microspherocytosis,HP:0004444,Spherocytosis
UBERON:0007653,capillary loop nephron,UBERON:0010532,primitive nephron
DOID:1822,secondary lacrimal atrophy,DOID:1400,lacrimal apparatus disease
DOID:13789,staphyloma posticum,DOID:11595,scleral staphyloma
UBERON:0004930,submucosa of transverse colon,UBERON:0003331,submucosa of colon
DOID:6514,polyvesicular vitelline pattern ovarian yolk sac tumor,DOID:5350,ovarian endodermal sinus tumor
HP:0003524,Decreased methionine synthase activity,HP:0010901,Abnormality of methionine metabolism
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100052,Small epiphyses of the 2nd toe
UBERON:0006877,vasculature of liver,UBERON:0004119,endoderm-derived structure
DOID:9938,dacryocystitis,DOID:6970,acute inflammation of lacrimal passage
HP:0002078,Truncal ataxia,HP:0001251,Ataxia
UBERON:3000982,tail external integument structure,UBERON:3000961,external integument structure
CL:0001004,immature CD8_alpha-positive CD11b-negative dendritic cell,CL:0001000,CD8_alpha-positive CD11b-negative dendritic cell
DOID:0060213,FTDALS1,DOID:332,amyotrophic lateral sclerosis
DOID:0050822,second-degree atrioventricular block,DOID:0050820,atrioventricular block
DOID:3033,colon signet ring adenocarcinoma,DOID:234,colon adenocarcinoma
UBERON:2007051,ventral interhyoideus,UBERON:0005493,hyoid muscle
DOID:7039,Borst-Jadassohn intraepidermal carcinoma,DOID:3451,skin carcinoma
DOID:4934,apocrine sweat gland cancer,DOID:2095,sweat gland cancer
UBERON:0002748,medial lemniscus of medulla,UBERON:0003002,medial lemniscus
HP:0011767,Abnormality of the parathyroid physiology,HP:0000828,Abnormality of the parathyroid gland
HP:0010256,Triangular epiphyses of the distal phalanges of the hand,HP:0010243,Abnormality of the epiphyses of the distal phalanx of finger
HP:0005235,Jejunal atresia,HP:0005265,Abnormality of the jejunum
UBERON:0004114,tympanic cavity,UBERON:0010064,open anatomical space
UBERON:0010882,limb bone pre-cartilage condensation,UBERON:0005866,pre-cartilage condensation
HP:0006203,Decreased movement range in interphalangeal joints,HP:0006135,Decreased finger mobility
UBERON:0006832,lumen of open tracheal system trachea,UBERON:0000464,anatomical space
UBERON:0011252,scent gland,UBERON:0002530,gland
UBERON:2007001,dorso-rostral cluster,UBERON:0004121,ectoderm-derived structure
HP:0005263,Gastritis,HP:0004295,Abnormality of the gastric mucosa
CL:0000790,immature alpha-beta T cell,CL:0002420,immature T cell
DOID:1699,congenital ichthyosiform erythroderma,DOID:0050737,autosomal recessive disease
HP:0006739,Squamous cell carcinoma of the skin,HP:0002860,Squamous cell carcinoma
UBERON:0002892,medial amygdaloid nucleus,UBERON:0002619,regional part of cerebral cortex
HP:0009393,Absent epiphyses of the 4th finger,HP:0010228,Absent epiphyses of the phalanges of the hand
UBERON:0002841,fourth cervical dorsal root ganglion,UBERON:0002834,cervical dorsal root ganglion
CL:0000043,mature basophil,CL:0002274,histamine secreting cell
DOID:6335,bilateral meningioma of optic nerve,DOID:3419,optic nerve neoplasm
DOID:6019,central nervous system immature teratoma,DOID:3640,central nervous system teratoma
UBERON:2001753,posttemporal fossa,UBERON:0004704,bone fossa
HP:0008511,Central posterior corneal opacity,HP:0011493,Central opacification of the cornea
UBERON:0000023,wing,UBERON:0000026,appendage
UBERON:0001284,renal column,UBERON:0006554,urinary system structure
UBERON:0002670,anterior ascending limb of lateral sulcus,UBERON:0014639,frontal sulcus
UBERON:3000022,antorbital process,UBERON:0004530,bony projection
UBERON:0004166,superior reticular formation,UBERON:0002579,regional part of medullary reticular formation
