cls,def,xrefs
DOID:0050574,An 2-hydroxyglutaric aciduria that involves damage to cerebellum affecting movement coordination resulting in problems with balance and muscle coordination (ataxia).,OMIM:236792
DOID:10263,"A Mumps virus infectious disease that results_in inflammation located_in liver, has_material_basis_in Mumps virus, which is transmitted_by contact with the oronasal secretions of an infected person. The infection causes swelling of parotid gland and has_symptom fever, has_symptom nausea, has_symptom anorexia, and has_symptom dark urine.",SNOMEDCT_2010_1_31:89231008 SNOMEDCT_2010_1_31:186649000 ICD9CM:072.71 UMLS_CUI:C0153096
HP:0010517,,
DOID:0050434,"A long QY syndrome that has_material_basis_in autosomal dominant inheritance of a mutation in the KCNJ2 gene which disrupts the rhythm of the heart's lower chambers (ventricular arrhythmia) and results_in an unusually small lower jaw (micrognathia), low-set ears, and an abnormal curvature of the fingers called clinodactyly.",MSH:D050030 OMIM:170390
DOID:344,"A disease that involves any biological process (GO:0008150) specifically pertinent to the functioning of integrated living units: cells, tissues, organs, and organisms.",
DOID:1091,,SNOMEDCT_2010_1_31:72722003 UMLS_CUI:C0040435 MSH:D014076 SNOMEDCT_2010_1_31:155631000 SNOMEDCT_2010_1_31:266485001 SNOMEDCT_2010_1_31:367503003 NCI:C35077 SNOMEDCT_2010_1_31:234947003
UBERON:0003328,,
CL:1000236,,
CL:1000022,,
DOID:2907,"A syndrome that is characterized by incomplete development of the ear, nose, soft palate, lip, and mandible. It is associated with anomalous development of the first branchial arch and second branchial arch.",SNOMEDCT_2010_1_31:367462009 ORDO:374 MSH:D006053 UMLS_CUI:C0265240 SNOMEDCT_2010_1_31:46567003 OMIM:164210 SNOMEDCT_2010_1_31:15557005 NCI:C84740 SNOMEDCT_2010_1_31:205418005 MSH:C537281 SNOMEDCT_2010_1_31:109393007 SNOMEDCT_2010_1_31:254025006 ICD10CM:Q87.0
UBERON:0001512,,
DOID:6118,,UMLS_CUI:C1335751 NCI:C6187
UBERON:0001929,,
HP:0005325,,
DOID:11624,,MSH:D010412 UMLS_CUI:C0030849 NCI:C3317 SNOMEDCT_2010_1_31:126896003
HP:0002617,,
UBERON:0014847,,
HP:0010740,,
DOID:611,,UMLS_CUI:C0242597 MSH:D018370
HP:0003993,,
_:b79,,
UBERON:0003327,,
DOID:299,"A carcinoma that has_material_basis_in abnormally proliferating cells, derives_from epithelial cells, which originate in glandular tissue.",SNOMEDCT_2010_1_31:189578007 MSH:D000230 SNOMEDCT_2010_1_31:189582009 NCI:C2852 UMLS_CUI:C0001418 SNOMEDCT_2010_1_31:35917007 SNOMEDCT_2010_1_31:443961001 CSP:2000-0386
HP:0010518,,
DOID:2871,A endometrial cancer that is located_in the tissue lining the uterus.,SNOMEDCT_2010_1_31:154526001 SNOMEDCT_2010_1_31:269600001 MSH:D018269 SNOMEDCT_2010_1_31:254878006 UMLS_CUI:C0476089 UMLS_CUI:C0206687 SNOMEDCT_2010_1_31:30289006 SNOMEDCT_2010_1_31:93781006 OMIM:608089 NCI:C3769
UBERON:0007809,,
UBERON:0001928,,
UBERON:0001511,,
DOID:11623,,UMLS_CUI:C0011407 ICD9CM:522.1 SNOMEDCT_2010_1_31:196332000 SNOMEDCT_2010_1_31:42711005 SNOMEDCT_2010_1_31:196334004 MSH:D003790
UBERON:0014620,,
HP:0005324,,
DOID:2681,,SNOMEDCT_2010_1_31:51697005 SNOMEDCT_2010_1_31:109265005 UMLS_CUI:C0027960 SNOMEDCT_2010_1_31:189051001 MSH:D009506 SNOMEDCT_2010_1_31:21119008 SNOMEDCT_2010_1_31:247456007
DOID:3068,"An astrocytoma characterized by the presence of small areas of necrotizing tissue that is surrounded by anaplastic cells as well as the presence of hyperplastic blood vessels, and that has_material_basis_in abnormally proliferating cells derived_from multiple cell types including astrocytes and oligondroctyes.",UMLS_CUI:C0278878 NCI:C9094 NCI:C3058 UMLS_CUI:C1514422 MSH:D005909 UMLS_CUI:C0017636 SNOMEDCT_2010_1_31:189917003 SNOMEDCT_2010_1_31:63634009 SNOMEDCT_2010_1_31:269506004
HP:0003990,,
HP:0010511,,
HP:0002615,,
HP:0005327,,
DOID:6112,,UMLS_CUI:C0542564 SNOMEDCT_2010_1_31:189164002 NCI:C4807
UBERON:0003326,,
UBERON:0001923,,
DOID:0050701,"An epilepsy syndrome that is a group of clinical entities showing a cluster of electro-clinical characteristics, classified according to age at onset, cognitive and developmental antecedents and consequences, motor and sensory examinations, EEG features, provoking or triggering factors, and patterns of seizure occurrence with respect to sleep.",
DOID:2680,,UMLS_CUI:C1377665 NCI:C5132
HP:0010512,,
HP:0003991,,
DOID:2458,,UMLS_CUI:C0854165 SNOMEDCT_2010_1_31:416878008 NCI:C35616
DOID:11629,,UMLS_CUI:C1456255 ICD9CM:618.83
HP:0005326,,
HP:0006571,,
HP:0002616,,
UBERON:0009215,,
HP:0000828,,
UBERON:0014840,,
DOID:0060208,A type of ALS caused_by mutation located_in CHMP2B gene located_in chromosome 3.,OMIM:614696
UBERON:0001922,,
DOID:0050524,A genetic disease that has_material_basis_in mutations in the MODY genes disrupting insulin production.,OMIM:609812 OMIM:610508 OMIM:600496 ICD10CM:E11.8 ORDO:552 OMIM:613370 OMIM:125851 OMIM:606392 OMIM:606394 OMIM:125850 OMIM:612225 OMIM:606391 OMIM:137920 KEGG:04950 OMIM:613375
DOID:6111,,UMLS_CUI:C1334299 NCI:C5589
DOID:4948,A gallbladder cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.,SNOMEDCT_2010_1_31:187782001 SNOMEDCT_2010_1_31:255085003 SNOMEDCT_2010_1_31:93810008 UMLS_CUI:C0235782 NCI:C3844 SNOMEDCT_2010_1_31:372140005
UBERON:0003325,,
DOID:14761,"An acrocephalosyndactylia that has_material_basis_in mutation in the GLI3 gene which results_in abnormal development located_in limb, located_in head, located_in face.",UMLS_CUI:C0220698 SNOMEDCT_2010_1_31:32985001 UMLS_CUI:C0265306 OMIM:175700
DOID:0050707,,
HP:0002613,,
DOID:4758,,SNOMEDCT_2010_1_31:71902007 UMLS_CUI:C0154934 SNOMEDCT_2010_1_31:247034002 ICD9CM:364.73 SNOMEDCT_2010_1_31:193519000
HP:0005329,,
HP:0000829,,
UBERON:0009216,,
DOID:3208,,UMLS_CUI:C0036659 MSH:D012678
DOID:6114,,UMLS_CUI:C0751303 NCI:C4959 MSH:D008579
HP:0010513,,
UBERON:0003324,,
UBERON:0001925,,
DOID:0050706,,
_:b80,,
DOID:2682,,UMLS_CUI:C0334374 SNOMEDCT_2010_1_31:47488001 NCI:C4191
HP:0002614,,
DOID:4757,,UMLS_CUI:C1336728 NCI:C6358
DOID:3209,,SNOMEDCT_2010_1_31:76905008 MSH:D016109 UMLS_CUI:C0079301 SNOMEDCT_2010_1_31:399971009 SNOMEDCT_2010_1_31:79855003
HP:0005328,,
UBERON:0014842,,
DOID:2044,,UMLS_CUI:C0524912 SNOMEDCT_2010_1_31:235889003 MSH:D056487
UBERON:0009217,,
UBERON:0001924,,
DOID:6113,,UMLS_CUI:C1334236 NCI:C5269
UBERON:0003323,,
HP:0010514,,
DOID:3863,,UMLS_CUI:C1335732 NCI:C5402
NCBITaxon:37727,,
UBERON:0014637,,
HP:0001691,,
UBERON:4200045,,
UBERON:0013687,,
UBERON:0000416,,
UBERON:2002250,,
HP:0006589,,
HP:0006731,,
UBERON:0010251,,
HP:0000846,,
DOID:8806,,UMLS_CUI:C0432543 SNOMEDCT_2010_1_31:93183001 ICD9CM:202.36
DOID:3737,"A squamous cell carcinoma that is a diffuse, papillary, non metastasizing, well differentiated, malignant neoplasm of epidermis or oral epithelium.",SNOMEDCT_2010_1_31:189563000 MSH:D018289 UMLS_CUI:C0206706 NCI:C3781 SNOMEDCT_2010_1_31:399408005 SNOMEDCT_2010_1_31:403904009 SNOMEDCT_2010_1_31:89906000
NCBITaxon:163158,,
UBERON:0014636,,
HP:0001692,,
DOID:3862,,UMLS_CUI:C1333598 NCI:C27237
UBERON:0001940,,
UBERON:0013688,,
UBERON:4200044,,
UBERON:0007818,,
UBERON:0000415,,
DOID:1496,"A parasitic helminthiasis infectious disease that involves parasitic infection of humans and domestic animals caused by the larval stages of tapeworms of the genus Echinococcus in the liver, lungs, spleen, brain, heart and kidneys.",SNOMEDCT_2010_1_31:154414008 NCI:C84682 ICD9CM:122 SNOMEDCT_2010_1_31:187143006 SNOMEDCT_2010_1_31:74942003 MSH:D004443 UMLS_CUI:C0013502
UBERON:2002251,,
HP:0007670,,
UBERON:0010252,,
HP:0000845,,
CL:0002039,,
UBERON:0014635,,
NCBITaxon:163159,,
DOID:8807,,UMLS_CUI:C0401143 SNOMEDCT_2010_1_31:266451002 SNOMEDCT_2010_1_31:197021003 ICD9CM:558.3
DOID:2251,,SNOMEDCT_2010_1_31:198353000 ICD9CM:622.6 SNOMEDCT_2010_1_31:35863000 UMLS_CUI:C0020561
DOID:3865,,UMLS_CUI:C1332196 NCI:C5411
DOID:2498,,SNOMEDCT_2010_1_31:155634008 MSH:D014077 SNOMEDCT_2010_1_31:82212003 SNOMEDCT_2010_1_31:196315004 ICD9CM:521.3 SNOMEDCT_2010_1_31:266486000 UMLS_CUI:C1456164 UMLS_CUI:C0040436 UMLS_CUI:C1456165
UBERON:0013685,,
UBERON:0006008,,
HP:0003761,,
DOID:9140,,UMLS_CUI:C0155179 SNOMEDCT_2010_1_31:55846006 ICD9CM:373.33
UBERON:4200047,,
UBERON:0016410,,
UBERON:0007819,,
UBERON:0000414,,
_:b81,,
UBERON:0014634,,
CL:0002038,,
HP:0006733,,
HP:0000843,,
DOID:334,"A personality disorder that is characterized by a pattern of excessive emotionality and attention-seeking, including an excessive need for approval and inappropriately seductive behavior, usually beginning in early adulthood.",SNOMEDCT_2010_1_31:191764009 SNOMEDCT_2010_1_31:192489002 SNOMEDCT_2010_1_31:191767002 ICD9CM:301.50 SNOMEDCT_2010_1_31:55341008 UMLS_CUI:C0019681 MSH:D006677 ICD9CM:301.5 SNOMEDCT_2010_1_31:154900000 SNOMEDCT_2010_1_31:268758001
DOID:3864,,UMLS_CUI:C0278876 NCI:C4011 MSH:D008527
UBERON:0006009,,
UBERON:0013686,,
NCBITaxon:44281,,
UBERON:0000412,,
HP:0003760,,
UBERON:4200046,,
UBERON:0010250,,
HP:0010709,,
DOID:0050096,"A dermatophytosis that results_in fungal infection which effects horny layer of epidermis of the bearded areas located_in face or located_in neck, has_material_basis_in Trichophyton mentagrophytes or has_material_basis_in Trichophyton verrucosum, which also effects hair, and effects nail and has_symptom inflammatory kerion-like plaques, and results_in_formation_of noninflammatory superficial perifollicular pustules.",
UBERON:0014633,,
DOID:1947,"A parasitic protozoa infectious disease that is caused by singled-celled protozoan parasites Trichomonas vaginalis or Trichomonas tenax, which infect the urogenital tract and mouth respectively.",ICD9CM:131 MSH:D014245 SNOMEDCT_2010_1_31:105648001 SNOMEDCT_2010_1_31:56335008 NCI:C35720 UMLS_CUI:C0040921 ICD9CM:131.9 SNOMEDCT_2010_1_31:187206001 SNOMEDCT_2010_1_31:187364002
CL:0002037,,
HP:0006732,,
UBERON:0007812,,
UBERON:0006006,,
HP:0001695,,
UBERON:0013683,,
HP:0002622,,
DOID:10718,"A parasitic protozoa infectious disease that involves infection of the small intestine by a single-celled enteric protozoan parasite Giardia intestinalis. The symptoms include greasy and malodorous stools, diarrhea, abdominal pain, bloating, nausea, and vomiting.",SNOMEDCT_2010_1_31:58265007 ICD9CM:007.1 MSH:D005873 UMLS_CUI:C0017536 SNOMEDCT_2010_1_31:10679007 SNOMEDCT_2010_1_31:186124000 SNOMEDCT_2010_1_31:154275004 SNOMEDCT_2010_1_31:266176008 SNOMEDCT_2010_1_31:266075009
HP:0003763,,
DOID:3867,,UMLS_CUI:C1334963 NCI:C5405
DOID:8802,,NCI:C3639 SNOMEDCT_2010_1_31:92772005 ICD9CM:231.1 UMLS_CUI:C0154070
CL:0002036,,
UBERON:0016412,,
DOID:9899,,UMLS_CUI:C0154965 SNOMEDCT_2010_1_31:27735002 ICD9CM:365.64
CL:0000127,,
UBERON:0014850,,
HP:0006585,,
DOID:11203,,SNOMEDCT_2010_1_31:67678004 ICD9CM:372.05 NCI:C34353 SNOMEDCT_2010_1_31:193863004 UMLS_CUI:C0001309
UBERON:0001944,,
UBERON:4200048,,
UBERON:0006007,,
UBERON:0013684,,
HP:0001696,,
DOID:265,An angiosarcoma and hemangioma of intra-abdominal structure and malignant soft tissue neoplasm of the spleen that results_in a nonhematolymphoid malignant neoplasm of the spleen.,UMLS_CUI:C0346424 NCI:C4564 SNOMEDCT_2010_1_31:187821001
HP:0002621,,
DOID:0050292,"A systemic mycosis that results_in infection located_in human body, has_material_basis_in Fungi, which can overcome the physiological and cellular defences of the normal human host. The primary deep pathogens usually gain access to the host via the respiratory tract.",
DOID:3866,,NCI:C4956 OMIM:155255 UMLS_CUI:C0751291 UMLS_CUI:C1370954 SNOMEDCT_2010_1_31:32456001 MSH:D008527
HP:0003762,,
CL:0002035,,
UBERON:0016411,,
DOID:8803,,SNOMEDCT_2010_1_31:192006000 ICD9CM:307.48 UMLS_CUI:C0154572 SNOMEDCT_2010_1_31:268654005
HP:0006584,,
_:b82,,
DOID:3691,An anus carcinoma that derives_from epithelial cells of glandular origin located_in the anal colloid.,UMLS_CUI:C1332272 NCI:C5606
HP:0000849,,
CL:0000126,,
DOID:9898,,UMLS_CUI:C0158168 SNOMEDCT_2010_1_31:34671005 SNOMEDCT_2010_1_31:202454002 SNOMEDCT_2010_1_31:202423001 ICD9CM:719.20 SNOMEDCT_2010_1_31:95411002 ICD9CM:719.2
DOID:2255,,UMLS_CUI:C0036996 SNOMEDCT_2010_1_31:205484001 NCI:C85065 MSH:D012779
UBERON:0001945,,
NCBITaxon:11089,,
UBERON:4200049,,
UBERON:0001941,,
HP:0011688,,
UBERON:0006004,,
HP:0002624,,
HP:0003765,,
UBERON:0014639,,
HP:0001693,,
CL:0000129,,
HP:0006587,,
HP:0000848,,
DOID:9589,,NCI:C26995 ICD9CM:594.2 UMLS_CUI:C0162301 SNOMEDCT_2010_1_31:155880008 SNOMEDCT_2010_1_31:20342001
UBERON:2005336,,
DOID:3869,,UMLS_CUI:C0278510 NCI:C3997 MSH:D008527
CL:0002034,,
DOID:8812,"A Measles virus infectious disease that results_in inflammation located_in middle ear, has_material_basis_in Measles virus, which is transmitted_by contact with oronasal secretions, or semen of an infected person. The infection has_symptom pain in the ear.",ICD9CM:055.2 SNOMEDCT_2010_1_31:13420004 SNOMEDCT_2010_1_31:186560001 SNOMEDCT_2010_1_31:154341002 UMLS_CUI:C0153050
NCBITaxon:11086,,
HP:0001694,,
UBERON:0006005,,
HP:0011689,,
UBERON:0001942,,
HP:0003764,,
DOID:3868,,SNOMEDCT_2010_1_31:397380008 UMLS_CUI:C1275668 NCI:C9497 SNOMEDCT_2010_1_31:83217000
HP:0002623,,
CL:0000128,,
UBERON:0013682,,
UBERON:0014638,,
DOID:2253,,SNOMEDCT_2010_1_31:156014001 SNOMEDCT_2010_1_31:156010005 MSH:D002577 UMLS_CUI:C0007867 SNOMEDCT_2010_1_31:266661001 SNOMEDCT_2010_1_31:286988004 SNOMEDCT_2010_1_31:63339007 NCI:C40241
DOID:8805,,ICD9CM:411.1 SNOMEDCT_2010_1_31:155314002 SNOMEDCT_2010_1_31:233820004 UMLS_CUI:C0002965 SNOMEDCT_2010_1_31:64333001 SNOMEDCT_2010_1_31:194816008 SNOMEDCT_2010_1_31:25106000 SNOMEDCT_2010_1_31:194819001 SNOMEDCT_2010_1_31:155313008 NCI:C66911 SNOMEDCT_2010_1_31:155308009 MSH:D000789 SNOMEDCT_2010_1_31:59021001 SNOMEDCT_2010_1_31:194817004 SNOMEDCT_2010_1_31:233818002 SNOMEDCT_2010_1_31:4557003 SNOMEDCT_2010_1_31:194814006
UBERON:0016413,,
HP:0000847,,
DOID:8941,"A seborrheic dermatitis that involves fungal infection of the scalp of recently born babies caused by Malassezia furfur. It is occasionally linked to immune disorders. The symptoms include thick, crusty, yellow or brown scales over the child's scalp.",UMLS_CUI:C0221244 SNOMEDCT_2010_1_31:156327009 SNOMEDCT_2010_1_31:201177005 SNOMEDCT_2010_1_31:48596006 SNOMEDCT_2010_1_31:28431005 SNOMEDCT_2010_1_31:200764003 ICD9CM:690.11 SNOMEDCT_2010_1_31:77592001 SNOMEDCT_2010_1_31:200763009 SNOMEDCT_2010_1_31:400201008 SNOMEDCT_2010_1_31:156329007
UBERON:0001943,,
CL:0002033,,
NCBITaxon:11084,,
DOID:1518,,UMLS_CUI:C0007527 SNOMEDCT_2010_1_31:128525008 MSH:D002429
CL:0002032,,
CL:0000123,,
HP:0010704,,
UBERON:0016416,,
UBERON:0006002,,
CL:1001606,,
DOID:2492,,SNOMEDCT_2010_1_31:65017003 SNOMEDCT_2010_1_31:193158000 SNOMEDCT_2010_1_31:193159008 ICD9CM:356.0 SNOMEDCT_2010_1_31:128202008 UMLS_CUI:C0392553
HP:0001699,,
UBERON:0006447,,
HP:0006121,,
DOID:11701,"A selective immunoglobulin deficiency disease that is the result of a deficiency of immunoglobulin A (IgA), an antibody that protects against infections of the mucous membranes lining the mouth, airways, and digestive tract.",SNOMEDCT_2010_1_31:29260007 SNOMEDCT_2010_1_31:190979003 UMLS_CUI:C0162538 MSH:D017098
CL:0002031,,
CL:0000122,,
NCBITaxon:10294,,
DOID:0050289,"An opportunistic mycosis that involves localized or hematogenously disseminated fungal infection by Fusarium solani or Fusarium oxysporum. Skin lesions are seen in neutropenic patients, and indolent cellulitis or soft-tissue necrosis occur in immunocompromised patients at the site of trauma.",
UBERON:3010076,,
UBERON:0013680,,
DOID:14365,"An amino acid metabolic disorder that involves defective proteins called carnitine transporters, which bring carnitine into cells and prevent its escape from the body preventing the body cannot utilize fats for energy.",UMLS_CUI:C1260388 UMLS_CUI:C0342788 OMIM:212140 SNOMEDCT_2010_1_31:21764004 MSH:C536778 ICD9CM:277.81
UBERON:0006003,,
CL:1001607,,
UBERON:2005135,,
UBERON:0006446,,
DOID:2493,,UMLS_CUI:C0267211 MSH:D020252 NCI:C84724 SNOMEDCT_2010_1_31:43935004 SNOMEDCT_2010_1_31:412795008
CL:0002030,,
DOID:1516,,ICD9CM:093.2 SNOMEDCT_2010_1_31:266132001 SNOMEDCT_2010_1_31:67391006 UMLS_CUI:C0153158 SNOMEDCT_2010_1_31:186873006
NCBITaxon:11082,,
DOID:9149,,SNOMEDCT_2010_1_31:93822006 UMLS_CUI:C0153375 NCI:C3528 SNOMEDCT_2010_1_31:363387004 ICD9CM:145.2
HP:0011058,,
UBERON:0016418,,
NCBITaxon:10293,,
CL:0000125,,
DOID:8800,,ICD9CM:231.2 SNOMEDCT_2010_1_31:189268005 UMLS_CUI:C0154071 SNOMEDCT_2010_1_31:189262006
HP:0010702,,
UBERON:3010075,,
UBERON:0016419,,
DOID:3730,"A Pasteurella infectious disease that involves infection by the bacterium Mannheimia haemolytica and less frequently by Pasteurella multocida and Histophilus somni. After stress or viral infection, the replication rate of M. haemolytica in the upper respiratory tract increases rapidly, followed by inhalation and colonization of the lungs due to suppression of the host's defense mechanism. The bacterium produces exotoxin called leukotxin which interacts with the host's defense mechanism resulting in tissue damage with charactersistic necrosis, thrombosis, and exudation and the development of pneumonia.",MSH:D012766 SNOMEDCT_2010_1_31:61532009 UMLS_CUI:C0036969
HP:0001697,,
DOID:2490,,UMLS_CUI:C0158538 SNOMEDCT_2010_1_31:204018008 ICD9CM:742
UBERON:0006445,,
DOID:1515,,SNOMEDCT_2010_1_31:186875004 ICD9CM:093.21 UMLS_CUI:C0153160
UBERON:0015488,,
HP:0011059,,
NCBITaxon:11083,,
DOID:2257,,ICD9CM:104.8 SNOMEDCT_2010_1_31:186982004 SNOMEDCT_2010_1_31:187376002 SNOMEDCT_2010_1_31:186980007 UMLS_CUI:C0029830
CL:0000124,,
NCBITaxon:10292,,
DOID:1234,A disease of mental health that involves a conflict between a person's actual physical gender and the gender that person identifies himself or herself as.,UMLS_CUI:C0236802 ICD9CM:302.8 UMLS_CUI:C0154467 ICD9CM:302.89 UMLS_CUI:C0029825 SNOMEDCT_2010_1_31:5095008
HP:0010701,,
UBERON:0006444,,
UBERON:3010074,,
DOID:1455,"An atrophic glossitis that is characterized as an inflammatory condition of the mucous membrane of the tongue, usually on the dorsal surface.",SNOMEDCT_2010_1_31:266496009 SNOMEDCT_2010_1_31:155667007 SNOMEDCT_2010_1_31:59032001 UMLS_CUI:C0017677 OMIM:137400 ICD9CM:529.1 NCI:C84588 MSH:D005929
HP:0003768,,
HP:0001698,,
DOID:0050515,"A poliomyelitis that results_in destruction located_in motor neurons of central nervous system, has_material_basis_in Human poliovirus 1, has_material_basis_in Human poliovirus 2, or has_material_basis_in Human poliovirus 3, which are transmitted_by ingestion of food or water contaminated with feces, or transmitted_by direct contact with the oral secretions. The infection has_symptom loss of reflexes, has_symptom muscle spasms, and has_symptom acute flaccid paralysis.",
UBERON:0007811,,
DOID:1733,"A coccidiosis that involves a parasitic protozoan infection of the intestine of humans and a wide range of animals caused by Cryptosporidium species, through contaminated water and food, The symptoms include watery diarrhea, dehydration, weight loss, abdominal pain, fever, nausea and vomiting. Cryptosporidium infections have also been found in other digestive tract organs, the lungs, and conjunctiva. Immunocompromised persons are at greater risk of developing the infection.",SNOMEDCT_2010_1_31:186126003 MSH:D003457 SNOMEDCT_2010_1_31:58777003 ICD9CM:007.4 UMLS_CUI:C0010418 SNOMEDCT_2010_1_31:240370009
NCBITaxon:11080,,
HP:0010708,,
HP:0011056,,
DOID:9923,A specific developmental disorder that involves disordered motor skills where coordinated muscle movement is impaired.,SNOMEDCT_2010_1_31:27544004 SNOMEDCT_2010_1_31:192578006 MSH:D019957 ICD9CM:315.4 UMLS_CUI:C0011757
DOID:9142,,ICD9CM:201.78 SNOMEDCT_2010_1_31:188593003 SNOMEDCT_2010_1_31:93490003 UMLS_CUI:C0153783 NCI:C3583
CL:1001602,,
UBERON:0000411,,
UBERON:4200041,,
HP:0010930,,
DOID:0050126,"A California virus encephalitis that results_in inflammation located_in brain, has_material_basis_in Tahyna virus, which is transmitted_by Aedes, transmitted_by Culex, and transmitted_by Ochlerotatus mosquitoes. The infection has_symptom headache, has_symptom fever, has_symptom anorexia, and has_symptom seizures.",
HP:0000842,,
UBERON:0006443,,
DOID:9890,,UMLS_CUI:C0152212 SNOMEDCT_2010_1_31:82172002 SNOMEDCT_2010_1_31:194102001 ICD9CM:378.22
UBERON:3010073,,
UBERON:0001702,,
HP:0010707,,
HP:0011057,,
UBERON:3000209,,
DOID:4667,A bone structure disease that has_material_basis_in an abnormal curvature located_in vertebral column.,SNOMEDCT_2010_1_31:298383008 UMLS_CUI:C0022821 NCI:C34754 SNOMEDCT_2010_1_31:414564002 MSH:D007738 SNOMEDCT_2010_1_31:88796005
DOID:9143,,SNOMEDCT_2010_1_31:188516007 ICD9CM:200.27 SNOMEDCT_2010_1_31:92515003 NCI:C7309 UMLS_CUI:C0686546
DOID:1513,,UMLS_CUI:C0269062 SNOMEDCT_2010_1_31:56728002 SNOMEDCT_2010_1_31:198210003 NCI:C27057
CL:1001603,,
UBERON:0000410,,
UBERON:3000982,,
DOID:2497,,UMLS_CUI:C1456161 ICD9CM:521.31
UBERON:4200040,,
HP:0000841,,
DOID:14434,"An Escherichia coli intestinal infectious disease that involves infection of the intestine caused by a serological subgroup of Escherichia coli called enterotoxigenic Escherichia coli (ETEC), which are non-invasive and produce heat-labile enterotoxin (LT) or heat stable toxin (ST). The bacteria colonize the GI tract by means of a fimbrial adhesin. The symptoms include diarrhea without fever.",SNOMEDCT_2010_1_31:186131001 ICD9CM:008.02 UMLS_CUI:C0343379 SNOMEDCT_2010_1_31:240352006
UBERON:3010072,,
UBERON:0001703,,
UBERON:0006442,,
HP:0010706,,
