title	pmid	doi	scopus_eid	pub_date
Minimal Standards for Reporting microRNA:Target Interactions	28388300	10.1089/omi.2017.0023	2-s2.0-85017316436	2017-04-01
A Framework for Integrating Multiple Biological Networks to Predict MicroRNA-Disease Associations	27913356	10.1109/TNB.2016.2633276	2-s2.0-85018883951	2017-03-01
Adiposity-based chronic disease as a new diagnostic term: The American association of clinical endocrinologists and American college of endocrinology position statement	27967229	10.4158/EP161688.PS	2-s2.0-85016331405	2017-03-01
Distribution bias analysis of germline and somatic single-nucleotide variations that impact protein functional site and neighboring amino acids.	28176830	10.1038/srep42169		2017-02-08
CIViC is a community knowledgebase for expert crowdsourcing the clinical interpretation of variants in cancer.	28138153	10.1038/ng.3774		2017-01-31
InfDisSim: A novel method for measuring disease similarity based on information flow		10.1109/BIBM.2016.7822487	2-s2.0-85013231641	2017-01-17
Predicting microRNA-disease associations by walking on four biological networks		10.1109/BIBM.2016.7822535	2-s2.0-85013230902	2017-01-17
COEXPEDIA: exploring biomedical hypotheses via co-expressions associated with medical subject headings (MeSH).	27679477	10.1093/nar/gkw868		2017-01-04
DisGeNET: a comprehensive platform integrating information on human disease-associated genes and variants.	27924018	10.1093/nar/gkw943		2017-01-04
DrugCentral: online drug compendium.	27789690	10.1093/nar/gkw993		2017-01-04
FlyBase at 25: looking to the future.	27799470	10.1093/nar/gkw1016		2017-01-04
MalaCards: an amalgamated human disease compendium with diverse clinical and genetic annotation and structured search.	27899610	10.1093/nar/gkw1012		2017-01-04
Open Targets: a platform for therapeutic target identification and validation.	27899665	10.1093/nar/gkw1055		2017-01-04
The Comparative Toxicogenomics Database: update 2017.	27651457	10.1093/nar/gkw838		2017-01-04
The Zebrafish Model Organism Database: new support for human disease models, mutation details, gene expression phenotypes and searching.	27899582	10.1093/nar/gkw1116		2017-01-04
Initiative for standardization of reporting genetics of male infertility	27870555	10.1080/19396368.2016.1250181	2-s2.0-84996489067	2017-01-02
Annotating Mutational Effects on Proteins and Protein Interactions: Designing Novel and Revisiting Existing Protocols.	28188534	10.1007/978-1-4939-6747-6_17		2017-01-01
Better living through ontologies at the Immune Epitope Database.	28365732	10.1093/database/bax014		2017-01-01
BioSearch: a semantic search engine for Bio2RDF.	29220451	10.1093/database/bax059		2017-01-01
Impact of nonsynonymous single-nucleotide variations on post-translational modification sites in human proteins	28150238	10.1007/978-1-4939-6783-4_8	2-s2.0-85011554573	2017-01-01
Linked Registries: Connecting Rare Diseases Patient Registries through a Semantic Web Layer.	29214177	10.1155/2017/8327980		2017-01-01
Literature-based prediction of novel drug indications considering relationships between entities		10.1039/c7mb00020k	2-s2.0-85021662839	2017-01-01
Network-based gene function prediction in mouse and other model vertebrates using mousenet server	28451980	10.1007/978-1-4939-7015-5_14	2-s2.0-85018285039	2017-01-01
Ontology of cancer related social-ecological variables			2-s2.0-85050494791	2017-01-01
Primer on ontologies	27812931	10.1007/978-1-4939-3743-1_1	2-s2.0-84994491886	2017-01-01
Propagation on molecular interaction networks: Prediction of effective drug combinations and biomarkers in cancer treatment	27774896	10.2174/1381612822666161021162727	2-s2.0-85013935015	2017-01-01
Sedan: A plausible reasoning approach for semantics-based data analytics in healthcare			2-s2.0-85034812517	2017-01-01
Semantic data integration and knowledge management to represent biological network associations	28849570	10.1007/978-1-4939-7027-8_16	2-s2.0-85028611937	2017-01-01
The FANTOM5 computation ecosystem: Genomic information hub for promoters and active enhancers	28451981	10.1007/978-1-4939-7015-5_15	2-s2.0-85018328172	2017-01-01
The Immune Epitope Database: How Data Are Entered and Retrieved.	28634590	10.1155/2017/5974574		2017-01-01
Towards an Ontology for Representing Malignant Neoplasms			2-s2.0-85050466132	2017-01-01
Tutorial on Protein Ontology Resources.	28150233	10.1007/978-1-4939-6783-4_3		2017-01-01
What’s hot and what’s not? - Exploring trends in bioinformatics literature using topic modeling and keyword analysis		10.1007/978-3-319-59575-7_25	2-s2.0-85020729690	2017-01-01
Exploring FlyBase Data Using QuickSearch.	27930807	10.1002/cpbi.19		2016-12-08
Function-driven discovery of disease genes in zebrafish using an integrated genomics big data resource.	27903883	10.1093/nar/gkw897		2016-11-16
Somatic cancer variant curation and harmonization through consensus minimum variant level data.	27814769	10.1186/s13073-016-0367-z		2016-11-04
XML, ontologies, and their clinical applications	27807751	10.1007/978-981-10-1503-8_11	2-s2.0-84994591176	2016-11-01
MicroRNA epigenetic signatures in human disease	27557899	10.1007/s00204-016-1815-7	2-s2.0-84983384302	2016-10-01
Potential Reuse of Oncology Drugs in the Treatment of Rare Diseases	27461952	10.1016/j.tips.2016.06.010	2-s2.0-84979084819	2016-10-01
Extraction and analysis of signatures from the Gene Expression Omnibus by the crowd.	27667448	10.1038/ncomms12846		2016-09-26
A Network-Based Data Integration Approach to Support Drug Repurposing and Multi-Target Therapies in Triple Negative Breast Cancer.	27632168	10.1371/journal.pone.0162407		2016-09-15
An information model for computable cancer phenotypes.	27629872	10.1186/s12911-016-0358-4		2016-09-15
Weighted mutual information analysis substantially improves domain-based functional network models.	27207946	10.1093/bioinformatics/btw320		2016-09-15
How computer science can help in understanding the 3D genome architecture	26433013	10.1093/bib/bbv085	2-s2.0-84995768460	2016-09-01
Overview of the interactive task in BioCreative V.	27589961	10.1093/database/baw119		2016-09-01
Fusing literature and full network data improves disease similarity computation.	27578323	10.1186/s12859-016-1205-4		2016-08-30
Laying a Community-Based Foundation for Data-Driven Semantic Standards in Environmental Health Sciences.	26871594	10.1289/ehp.1510438		2016-08-01
UniCarbKB: New database features for integrating glycan structure abundance, compositional glycoproteomics data, and disease associations	26940363	10.1016/j.bbagen.2016.02.016	2-s2.0-84960968199	2016-08-01
IntNetLncSim: an integrative network analysis method to infer human lncRNA functional similarity.	27323856	10.18632/oncotarget.10012		2016-07-26
BioWes-from design of experiment, through protocol to repository, control, standardization and back-tracking.	27454467	10.1186/s12938-016-0188-8		2016-07-15
Are Randomized Controlled Trials the (G)old Standard? From Clinical Intelligence to Prescriptive Analytics.	27383622	10.2196/jmir.5549		2016-07-06
Mitochondrial Genomics: Emerging Paradigms and Challenges		10.1016/B978-0-12-420196-5.00006-X	2-s2.0-84987711814	2016-06-20
Jumping across biomedical contexts using compressive data fusion.	27307649	10.1093/bioinformatics/btw247		2016-06-15
DermO; an ontology for the description of dermatologic disease.	27296450	10.1186/s13326-016-0085-x		2016-06-13
Transitive closure of subsumption and causal relations in a large ontology of radiological diagnosis	27005590	10.1016/j.jbi.2016.03.015	2-s2.0-84962256315	2016-06-01
Bioinformatics : A key role in oncology	27424424		2-s2.0-84971351006	2016-05-18
Identifying scientific project-generated data citation from full-text articles: An investigation of TCGA data citation		10.20309/jdis.201612	2-s2.0-85057577274	2016-05-01
Methods and techniques for miRNA data analysis	26069024	10.1007/7651_2015_238	2-s2.0-84965050286	2016-05-01
A Novel Prioritization Method in Identifying Recurrent Venous Thromboembolism-Related Genes.	27050193	10.1371/journal.pone.0153006		2016-04-06
Linking rare and common disease: mapping clinical disease-phenotypes to ontologies in therapeutic target validation.	27011785	10.1186/s13326-016-0051-7		2016-03-23
Compound annotation with real time cellular activity profiles to improve drug discovery	26787137	10.1517/17460441.2016.1143460	2-s2.0-84958609128	2016-03-03
FlyBase portals to human disease research using Drosophila models.	26935103	10.1242/dmm.023317		2016-03-01
EXTRACT: interactive extraction of environment metadata and term suggestion for metagenomic sample annotation.	26896844	10.1093/database/baw005		2016-02-20
Semantic interrogation of a multi knowledge domain ontological model of tendinopathy identifies four strong candidate risk genes.	26804977	10.1038/srep19820		2016-01-25
The clinical trial landscape in oncology and connectivity of somatic mutational profiles to targeted therapies.	26772741	10.1186/s40246-016-0061-7		2016-01-16
Inference of domain-disease associations from domain-protein, protein-disease and disease-disease relationships.	26818594	10.1186/s12918-015-0247-y		2016-01-11
Lynx: a knowledge base and an analytical workbench for integrative medicine.	26590263	10.1093/nar/gkv1257		2016-01-04
The IUPHAR/BPS Guide to PHARMACOLOGY in 2016: towards curated quantitative interactions between 1300 protein targets and 6000 ligands.	26464438	10.1093/nar/gkv1037		2016-01-04
The Reactome pathway Knowledgebase.	26656494	10.1093/nar/gkv1351		2016-01-04
WormBase 2016: expanding to enable helminth genomic research.	26578572	10.1093/nar/gkv1217		2016-01-04
A comprehensive comparison of two MEDLINE annotators for disease and gene linkage: Sometimes less is more		10.1007/978-3-319-31744-1_66	2-s2.0-84973882632	2016-01-01
A scientist's guide for submitting data to ZFIN.	27443940	10.1016/bs.mcb.2016.04.010		2016-01-01
Building concordant ontologies for drug discovery			2-s2.0-85018775985	2016-01-01
Integrating open data on cancer in support to tumor growth analysis		10.1007/978-3-319-43949-5_4	2-s2.0-84981513401	2016-01-01
Integrating phenotype ontologies with PhenomeNET			2-s2.0-85009450649	2016-01-01
Malaria study data integration and information retrieval based on OBO Foundry ontologies			2-s2.0-85018788367	2016-01-01
One tagger, many uses: Illustrating the power of ontologies in dictionary-based named entity recognition			2-s2.0-85018753947	2016-01-01
Phenome-Wide Association Study		10.1016/B978-0-12-801577-3.00003-4	2-s2.0-84960815369	2016-01-01
Supporting database annotations and beyond with the Evidence & Conclusion Ontology (ECO)			2-s2.0-85018738807	2016-01-01
Using FlyBase, a Database of Drosophila Genes and Genomes.	27730573	10.1007/978-1-4939-6371-3_1		2016-01-01
Predicting microRNA-disease associations by integrating multiple biological information		10.1109/BIBM.2015.7359678	2-s2.0-84962449571	2015-12-16
Shared genetic architecture in autoimmune disease-preliminary analysis		10.1109/BIBM.2015.7359789	2-s2.0-84962427465	2015-12-16
Finding text-supported gene-to-disease Co-appearances with MOPED-digger	26575978	10.1089/omi.2015.0151	2-s2.0-84983113585	2015-12-01
Human genotype-phenotype databases: aims, challenges and opportunities.	26553330	10.1038/nrg3932		2015-12-01
OVA: integrating molecular and physical phenotype data from multiple biomedical domain ontologies with variant filtering for enhanced variant prioritization.	26272982	10.1093/bioinformatics/btv473		2015-12-01
miRTex: A Text Mining System for miRNA-Gene Relation Extraction.	26407127	10.1371/journal.pcbi.1004391		2015-09-25
OncDRS: An integrative clinical and genomic data platform for enabling translational research and precision medicine.	27054074	10.1016/j.atg.2015.08.005		2015-09-14
ZFIN, The zebrafish model organism database: Updates and new directions.	26097180	10.1002/dvg.22868		2015-08-01
Phenotype-driven strategies for exome prioritization of human Mendelian disease genes.	26229552	10.1186/s13073-015-0199-2		2015-07-30
IMP 2.0: a multi-species functional genomics portal for integration, visualization and prediction of protein functions and networks.	25969450	10.1093/nar/gkv486		2015-07-01
Analysis of the human diseasome using phenotype similarity between common, genetic, and infectious diseases.	26051359	10.1038/srep10888		2015-06-08
Generating a focused view of disease ontology cancer terms for pan-cancer data integration and analysis.	25841438	10.1093/database/bav032		2015-04-04
IIITH at BioASQ challange 2015 task 3b: Bio-medical question answering system			2-s2.0-84982852188	2015-01-01
Wikidata: A platform for data integration and dissemination for the life sciences and beyond			2-s2.0-84964048048	2015-01-01
Development of the International Classification of Diseases Ontology (ICDO) and its application for COVID-19 diagnostic data analysis.	34663204	10.1186/s12859-021-04402-2		2021-10-18
An ontology network for Diabetes Mellitus in Mexico.	34625104	10.1186/s13326-021-00252-2		2021-10-09
A comparative analysis of data platforms for rare diseases		10.1109/CBMS52027.2021.00041	2-s2.0-85110827717	2021-06-01
PhenCards: a data resource linking human phenotype information to biomedical knowledge.	34034817	10.1186/s13073-021-00909-8		2021-05-25
Ontology-driven aspect-based sentiment analysis classification: An infodemiological case study regarding infectious diseases in Latin America.	32572291	10.1016/j.future.2020.06.019		2020-11-01
