id	label	subClassOf
"DOID:10074"	"hymenolepiasis"	"parasitic helminthiasis infectious disease"
"DOID:3261"	"hyper IgE recurrent infection syndrome 1"	"hyper IgE syndrome"
"DOID:0080594"	"hyper IgE recurrent infection syndrome 2"	"hyper IgE syndrome"
"DOID:0080595"	"hyper IgE recurrent infection syndrome 3"	"hyper IgE syndrome"
"DOID:0080596"	"hyper IgE recurrent infection syndrome 4"	"hyper IgE syndrome"
"DOID:0080545"	"hyper IgE syndrome"	"hyperimmunoglobulin syndrome"
"DOID:0080544"	"hyper IgM syndrome"	"hyperimmunoglobulin syndrome"
"DOID:0111369"	"hyperalphalipoproteinemia 1"	"cholesterol-ester transfer protein deficiency"
"DOID:11613"	"hyperandrogenism"	"disorder of sexual development"
"DOID:9278"	"hyperargininemia"	"urea cycle disorder"
"DOID:12678"	"hypercalcemia"	"calcium metabolism disease"
"DOID:13407"	"hypercalcemic sarcoidosis"	"sarcoidosis"
"DOID:12733"	"hypercementosis"	"teeth hard tissue disease"
"DOID:0060695"	"hyperekplexia"	"nervous system disease"
"DOID:0060696"	"hyperekplexia 1"	"hyperekplexia"
"DOID:0060697"	"hyperekplexia 2"	"hyperekplexia"
"DOID:0060698"	"hyperekplexia 3"	"hyperekplexia"
"DOID:0080581"	"hyperekplexia 4"	"hyperekplexia"
"DOID:999"	"hypereosinophilic syndrome"	"leukocyte disease"
"DOID:0111256"	"hyperferritinemia-cataract syndrome"	"syndrome"
"DOID:3325"	"hyperglobulinemic purpura"	"purpura"
"DOID:4195"	"hyperglycemia"	"glucose metabolism disease"
"DOID:9279"	"hyperhomocysteinemia"	"amino acid metabolic disorder"
"DOID:2959"	"hyperimmunoglobulin syndrome"	"B cell deficiency"
"DOID:0081450"	"hyperimmunoglobulinemia D periodic fever syndrome"	"hyperimmunoglobulin syndrome"
"DOID:13317"	"hyperinsulinemic hypoglycemia"	"carbohydrate metabolic disorder"
"DOID:2018"	"hyperinsulinism"	"glucose metabolism disease"
"DOID:14451"	"hyperkalemic periodic paralysis"	"familial periodic paralysis"
"DOID:3145"	"hyperlipoproteinemia type III"	"familial hyperlipidemia"
"DOID:1172"	"hyperlipoproteinemia type IV"	"familial hyperlipidemia"
"DOID:1171"	"hyperlipoproteinemia type V"	"familial hyperlipidemia"
"DOID:10032"	"hyperlucent lung"	"lung disease"
"DOID:9274"	"hyperlysinemia"	"amino acid metabolic disorder"
"DOID:0080535"	"hypermanganesemia with dystonia"	"metal metabolism disorder"
"DOID:0080536"	"hypermanganesemia with dystonia 1"	"hypermanganesemia with dystonia"
"DOID:0080537"	"hypermanganesemia with dystonia 2"	"hypermanganesemia with dystonia"
"DOID:0050544"	"hypermethioninemia"	"amino acid metabolic disorder"
"DOID:0111038"	"hypermethioninemia due to adenosine kinase deficiency"	"hypermethioninemia"
"DOID:0111039"	"hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase"	"hypermethioninemia"
"DOID:12537"	"hypermobility of coccyx"	"spondyloarthropathy"
"DOID:13781"	"hypermobility syndrome"	"arthropathy"
"DOID:9834"	"hyperopia"	"refractive error"
"DOID:205"	"hyperostosis"	"bone remodeling disease"
"DOID:13543"	"hyperparathyroidism"	"parathyroid gland disease"
"DOID:0070431"	"hyperphosphatasia with impaired intellectual development syndrome"	"autosomal recessive intellectual developmental disorder"
"DOID:0070433"	"hyperphosphatasia with impaired intellectual development syndrome 1"	"hyperphosphatasia with impaired intellectual development syndrome"
"DOID:0070434"	"hyperphosphatasia with impaired intellectual development syndrome 2"	"hyperphosphatasia with impaired intellectual development syndrome"
"DOID:0070435"	"hyperphosphatasia with impaired intellectual development syndrome 3"	"hyperphosphatasia with impaired intellectual development syndrome"
"DOID:0070436"	"hyperphosphatasia with impaired intellectual development syndrome 4"	"hyperphosphatasia with impaired intellectual development syndrome"
"DOID:0070432"	"hyperphosphatasia with impaired intellectual development syndrome 5"	"hyperphosphatasia with impaired intellectual development syndrome"
"DOID:0070437"	"hyperphosphatasia with impaired intellectual development syndrome 6"	"hyperphosphatasia with impaired intellectual development syndrome"
"DOID:0050459"	"hyperphosphatemia"	"phosphorus metabolism disease"
"DOID:0111063"	"hyperphosphatemic familial tumoral calcinosis"	"calcinosis"
"DOID:10122"	"hyperpigmentation of eyelid"	"pigmentation disease"
"DOID:2444"	"hyperpituitarism"	"pituitary gland disease"
"DOID:12700"	"hyperprolactinemia"	"acquired metabolic disease"
"DOID:0080541"	"hyperprolinemia"	"amino acid metabolic disorder"
"DOID:0080542"	"hyperprolinemia type 1"	"hyperprolinemia"
"DOID:0080543"	"hyperprolinemia type 2"	"hyperprolinemia"
"DOID:11148"	"hypersecretion glaucoma"	"glaucoma"
"DOID:0060056"	"hypersensitivity reaction disease"	"immune system disease"
"DOID:1557"	"hypersensitivity reaction type III disease"	"hypersensitivity reaction disease"
"DOID:2916"	"hypersensitivity reaction type IV disease"	"hypersensitivity reaction disease"
"DOID:9809"	"hypersensitivity vasculitis"	"hypersensitivity reaction type III disease"
"DOID:6376"	"hypersplenism"	"splenic disease"
"DOID:14670"	"hypertelorism, microtia, facial clefting syndrome"	"syndrome"
"DOID:10763"	"hypertension"	"artery disease"
"DOID:0111247"	"hypertension and brachydactyly syndrome"	"syndrome"
"DOID:9427"	"hypertensive encephalopathy"	"intracranial hypertension"
"DOID:11516"	"hypertensive heart disease"	"heart disease"
"DOID:11561"	"hypertensive retinopathy"	"retinal disease"
"DOID:7998"	"hyperthyroidism"	"thyroid gland disease"
"DOID:2855"	"hyperthyroxinemia"	"thyroid gland disease"
"DOID:420"	"hypertrichosis"	"hair disease"
"DOID:11669"	"hypertrichosis of eyelid"	"hypertrichosis"
"DOID:0060569"	"hypertrichotic osteochondrodysplasia Cantu type"	"osteochondrodysplasia"
"DOID:11984"	"hypertrophic cardiomyopathy"	"intrinsic cardiomyopathy"
"DOID:0110307"	"hypertrophic cardiomyopathy 1"	"familial hypertrophic cardiomyopathy"
"DOID:0110316"	"hypertrophic cardiomyopathy 10"	"familial hypertrophic cardiomyopathy"
"DOID:0110317"	"hypertrophic cardiomyopathy 11"	"familial hypertrophic cardiomyopathy"
"DOID:0110318"	"hypertrophic cardiomyopathy 12"	"familial hypertrophic cardiomyopathy"
"DOID:0110319"	"hypertrophic cardiomyopathy 13"	"familial hypertrophic cardiomyopathy"
"DOID:0110320"	"hypertrophic cardiomyopathy 14"	"familial hypertrophic cardiomyopathy"
"DOID:0110321"	"hypertrophic cardiomyopathy 15"	"familial hypertrophic cardiomyopathy"
"DOID:0110322"	"hypertrophic cardiomyopathy 16"	"familial hypertrophic cardiomyopathy"
"DOID:0110323"	"hypertrophic cardiomyopathy 17"	"familial hypertrophic cardiomyopathy"
"DOID:0110324"	"hypertrophic cardiomyopathy 18"	"familial hypertrophic cardiomyopathy"
"DOID:0110308"	"hypertrophic cardiomyopathy 2"	"familial hypertrophic cardiomyopathy"
"DOID:0110326"	"hypertrophic cardiomyopathy 20"	"familial hypertrophic cardiomyopathy"
"DOID:0110311"	"hypertrophic cardiomyopathy 21"	"familial hypertrophic cardiomyopathy"
"DOID:0110328"	"hypertrophic cardiomyopathy 25"	"familial hypertrophic cardiomyopathy"
"DOID:0110327"	"hypertrophic cardiomyopathy 26"	"familial hypertrophic cardiomyopathy"
"DOID:0061102"	"hypertrophic cardiomyopathy 27"	"familial hypertrophic cardiomyopathy"
"DOID:0110309"	"hypertrophic cardiomyopathy 3"	"familial hypertrophic cardiomyopathy"
"DOID:0110310"	"hypertrophic cardiomyopathy 4"	"familial hypertrophic cardiomyopathy"
"DOID:0110312"	"hypertrophic cardiomyopathy 6"	"familial hypertrophic cardiomyopathy"
"DOID:0110313"	"hypertrophic cardiomyopathy 7"	"familial hypertrophic cardiomyopathy"
"DOID:0110314"	"hypertrophic cardiomyopathy 8"	"familial hypertrophic cardiomyopathy"
"DOID:0110315"	"hypertrophic cardiomyopathy 9"	"familial hypertrophic cardiomyopathy"
"DOID:2251"	"hypertrophic elongation of cervix"	"cervix disease"
"DOID:12638"	"hypertrophic pyloric stenosis"	"pyloric stenosis"
"DOID:10688"	"hypertrophy of breast"	"breast disease"
"DOID:13333"	"hypertrophy of tongue papillae"	"tongue disease"
"DOID:9837"	"hypertropia"	"strabismus"
"DOID:1920"	"hyperuricemia"	"acquired metabolic disease"
"DOID:0060950"	"hypervalinemia and hyperleucine-isoleucinemia"	"amino acid metabolic disorder"
"DOID:9972"	"hypervitaminosis A"	"overnutrition"
"DOID:9971"	"hypervitaminosis D"	"overnutrition"
"DOID:13868"	"hypoactive sexual desire disorder"	"psychosexual disorder"
"DOID:1390"	"hypobetalipoproteinemia"	"hypolipoproteinemia"
"DOID:12883"	"hypochondriasis"	"somatoform disorder"
"DOID:0080044"	"hypochondrogenesis"	"osteochondrodysplasia"
"DOID:0080041"	"hypochondroplasia"	"osteochondrodysplasia"
"DOID:11759"	"hypochromic anemia"	"anemia"
"DOID:0050642"	"hypochromic microcytic anemia"	"microcytic anemia"
"DOID:12926"	"hypodermyiasis"	"myiasis"
"DOID:13814"	"hypoglossal nerve disease"	"glossopharyngeal nerve disease"
"DOID:3198"	"hypoglossal nerve neoplasm"	"cranial nerve malignant neoplasm"
"DOID:9993"	"hypoglycemia"	"glucose metabolism disease"
"DOID:1607"	"hypoglycemic coma"	"brain disease"
"DOID:1924"	"hypogonadism"	"gonadal disease"
"DOID:0090070"	"hypogonadotropic hypogonadism"	"hypogonadism"
"DOID:0090094"	"hypogonadotropic hypogonadism 1 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090089"	"hypogonadotropic hypogonadism 10 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090071"	"hypogonadotropic hypogonadism 11 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090072"	"hypogonadotropic hypogonadism 12 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090073"	"hypogonadotropic hypogonadism 13 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090087"	"hypogonadotropic hypogonadism 14 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090075"	"hypogonadotropic hypogonadism 15 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090080"	"hypogonadotropic hypogonadism 16 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090079"	"hypogonadotropic hypogonadism 17 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090076"	"hypogonadotropic hypogonadism 18 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090090"	"hypogonadotropic hypogonadism 19 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090083"	"hypogonadotropic hypogonadism 2 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090082"	"hypogonadotropic hypogonadism 20 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090093"	"hypogonadotropic hypogonadism 21 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090081"	"hypogonadotropic hypogonadism 22 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090091"	"hypogonadotropic hypogonadism 23 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090088"	"hypogonadotropic hypogonadism 24 without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090092"	"hypogonadotropic hypogonadism 3 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090077"	"hypogonadotropic hypogonadism 4 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090084"	"hypogonadotropic hypogonadism 5 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090086"	"hypogonadotropic hypogonadism 6 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090078"	"hypogonadotropic hypogonadism 7 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090074"	"hypogonadotropic hypogonadism 8 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:0090085"	"hypogonadotropic hypogonadism 9 with or without anosmia"	"hypogonadotropic hypogonadism"
"DOID:11155"	"hypohidrosis"	"sweat gland disease"
"DOID:14793"	"hypohidrotic ectodermal dysplasia"	"ectodermal dysplasia"
"DOID:0112263"	"hypoinsulinemic hypoglycemia with hemihypertrophy"	"inherited metabolic disorder"
"DOID:4500"	"hypokalemia"	"mineral metabolism disease"
"DOID:14452"	"hypokalemic periodic paralysis"	"familial periodic paralysis"
"DOID:1387"	"hypolipoproteinemia"	"lipid metabolism disorder"
"DOID:3156"	"hypomelanosis of Ito"	"skin disease"
"DOID:0060786"	"hypomyelinating leukodystrophy"	"leukodystrophy"
"DOID:0060788"	"hypomyelinating leukodystrophy 10"	"hypomyelinating leukodystrophy"
"DOID:0060792"	"hypomyelinating leukodystrophy 11"	"hypomyelinating leukodystrophy"
"DOID:0060796"	"hypomyelinating leukodystrophy 12"	"hypomyelinating leukodystrophy"
"DOID:0060795"	"hypomyelinating leukodystrophy 13"	"hypomyelinating leukodystrophy"
"DOID:0080296"	"hypomyelinating leukodystrophy 14"	"hypomyelinating leukodystrophy"
"DOID:0070398"	"hypomyelinating leukodystrophy 15"	"hypomyelinating leukodystrophy"
"DOID:0070405"	"hypomyelinating leukodystrophy 16"	"hypomyelinating leukodystrophy"
"DOID:0070404"	"hypomyelinating leukodystrophy 17"	"hypomyelinating leukodystrophy"
"DOID:0070399"	"hypomyelinating leukodystrophy 18"	"hypomyelinating leukodystrophy"
"DOID:0070400"	"hypomyelinating leukodystrophy 19"	"hypomyelinating leukodystrophy"
"DOID:0060787"	"hypomyelinating leukodystrophy 2"	"hypomyelinating leukodystrophy"
"DOID:0112153"	"hypomyelinating leukodystrophy 20"	"hypomyelinating leukodystrophy"
"DOID:0070407"	"hypomyelinating leukodystrophy 21"	"hypomyelinating leukodystrophy"
"DOID:0070402"	"hypomyelinating leukodystrophy 22"	"hypomyelinating leukodystrophy"
"DOID:0070397"	"hypomyelinating leukodystrophy 23"	"hypomyelinating leukodystrophy"
"DOID:0070406"	"hypomyelinating leukodystrophy 24"	"hypomyelinating leukodystrophy"
"DOID:0070401"	"hypomyelinating leukodystrophy 25"	"hypomyelinating leukodystrophy"
"DOID:0070403"	"hypomyelinating leukodystrophy 26"	"hypomyelinating leukodystrophy"
"DOID:0060790"	"hypomyelinating leukodystrophy 3"	"hypomyelinating leukodystrophy"
"DOID:0060789"	"hypomyelinating leukodystrophy 4"	"hypomyelinating leukodystrophy"
"DOID:0060793"	"hypomyelinating leukodystrophy 5"	"hypomyelinating leukodystrophy"
"DOID:0060798"	"hypomyelinating leukodystrophy 6"	"hypomyelinating leukodystrophy"
"DOID:0060794"	"hypomyelinating leukodystrophy 7"	"hypomyelinating leukodystrophy"
"DOID:0060797"	"hypomyelinating leukodystrophy 8"	"hypomyelinating leukodystrophy"
"DOID:0060791"	"hypomyelinating leukodystrophy 9"	"hypomyelinating leukodystrophy"
"DOID:0050987"	"hypomyelinating leukoencephalopathy"	"autosomal dominant cerebellar ataxia"
"DOID:11199"	"hypoparathyroidism"	"parathyroid gland disease"
"DOID:0060878"	"hypoparathyroidism-deafness-renal disease syndrome"	"chromosomal deletion syndrome"
"DOID:0060348"	"hypoparathyroidism-retardation-dysmorphism syndrome"	"syndrome"
"DOID:8533"	"hypopharynx cancer"	"pharynx cancer"
"DOID:14213"	"hypophosphatasia"	"syndrome"
"DOID:0050336"	"hypophosphatemia"	"phosphorus metabolism disease"
"DOID:0080655"	"hypophosphatemic nephrolithiasis/osteoporosis"	"kidney disease"
"DOID:0080077"	"hypophosphatemic nephrolithiasis/osteoporosis 1"	"hypophosphatemic nephrolithiasis/osteoporosis"
"DOID:0080078"	"hypophosphatemic nephrolithiasis/osteoporosis 2"	"hypophosphatemic nephrolithiasis/osteoporosis"
"DOID:11668"	"hypopigmentation of eyelid"	"pigmentation disease"
"DOID:9406"	"hypopituitarism"	"pituitary gland disease"
"DOID:9955"	"hypoplastic left heart syndrome"	"congenital heart disease"
"DOID:0111564"	"hypoplastic or aplastic tibia with polydactyly"	"syndrome"
"DOID:0070315"	"hypoplastic right heart syndrome"	"congenital heart disease"
"DOID:10443"	"hypopyon"	"iridocyclitis"
"DOID:10442"	"hypopyon ulcer"	"hypopyon"
"DOID:10892"	"hypospadias"	"physical disorder"
"DOID:1931"	"hypothalamic disease"	"brain disease"
"DOID:3644"	"hypothalamic neoplasm"	"supratentorial cancer"
"DOID:1459"	"hypothyroidism"	"thyroid gland disease"
"DOID:0081176"	"hypotonia, ataxia, and delayed development syndrome"	"syndrome"
"DOID:0060858"	"hypotonia-cystinuria syndrome"	"syndrome"
"DOID:4535"	"hypotrichosis"	"hair disease"
"DOID:0110698"	"hypotrichosis 1"	"hypotrichosis"
"DOID:0110707"	"hypotrichosis 10"	"hypotrichosis"
"DOID:0110708"	"hypotrichosis 11"	"hypotrichosis"
"DOID:0110709"	"hypotrichosis 12"	"hypotrichosis"
"DOID:0110710"	"hypotrichosis 13"	"hypotrichosis"
"DOID:0080582"	"hypotrichosis 14"	"hypotrichosis"
"DOID:0060968"	"hypotrichosis 15"	"hypotrichosis"
"DOID:0110699"	"hypotrichosis 2"	"hypotrichosis"
"DOID:0110700"	"hypotrichosis 3"	"hypotrichosis"
"DOID:0110701"	"hypotrichosis 4"	"hypotrichosis"
"DOID:0110702"	"hypotrichosis 5"	"hypotrichosis"
"DOID:0110703"	"hypotrichosis 6"	"hypotrichosis"
"DOID:0110704"	"hypotrichosis 7"	"hypotrichosis"
"DOID:0110705"	"hypotrichosis 8"	"hypotrichosis"
"DOID:0110706"	"hypotrichosis 9"	"hypotrichosis"
"DOID:11671"	"hypotrichosis of eyelid"	"hypotrichosis"
"DOID:0111361"	"hypotrichosis-lymphedema-telangiectasia syndrome"	"syndrome"
"DOID:0111360"	"hypotrichosis-lymphedema-telangiectasia-renal defect syndrome"	"syndrome"
"DOID:9841"	"hypotropia"	"strabismus"
"DOID:1697"	"ichthyosis"	"skin disease"
"DOID:0111821"	"ichthyosis follicularis-alopecia-photophobia syndrome 1"	"syndrome"
"DOID:1702"	"ichthyosis vulgaris"	"ichthyosis"
"DOID:4627"	"ideomotor apraxia"	"apraxia"
"DOID:3109"	"idiopathic CD4-positive T-lymphocytopenia"	"lymphopenia"
"DOID:11033"	"idiopathic corneal edema"	"corneal edema"
"DOID:2797"	"idiopathic interstitial pneumonia"	"pneumonia"
"DOID:12559"	"idiopathic juvenile osteoporosis"	"osteoporosis"
"DOID:11488"	"idiopathic peripheral autonomic neuropathy"	"autonomic nervous system disease"
"DOID:10593"	"idiopathic progressive polyneuropathy"	"polyneuropathy"
"DOID:0050156"	"idiopathic pulmonary fibrosis"	"pulmonary fibrosis"
"DOID:0060250"	"idiopathic scoliosis"	"scoliosis"
"DOID:0060189"	"ileitis"	"Crohn's disease"
"DOID:0060190"	"ileocolitis"	"Crohn's disease"
"DOID:10153"	"ileum cancer"	"small intestine cancer"
"DOID:8440"	"ileus"	"intestinal obstruction"
"DOID:10880"	"iliac vein thrombophlebitis"	"thrombophlebitis"
"DOID:0112265"	"iminoglycinuria"	"renal tubular transport disease"
"DOID:10997"	"immature cataract"	"senile cataract"
"DOID:6331"	"immature teratoma of ovary"	"malignant ovarian germ cell neoplasm"
"DOID:0090110"	"immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome"	"autoimmune disease"
"DOID:0060083"	"immune system cancer"	"organ system cancer"
"DOID:2914"	"immune system disease"	"disease of anatomical entity"
"DOID:0060092"	"immune system organ benign neoplasm"	"organ system benign neoplasm"
"DOID:4784"	"immune-complex glomerulonephritis"	"glomerulonephritis"
"DOID:0111970"	"immunodeficiency 10"	"T cell and NK cell immunodeficiency"
"DOID:0061070"	"immunodeficiency 100"	"primary immunodeficiency disease"
