ID	LABEL	SubClass Of [ANON]
DOID:0110440	dilated cardiomyopathy 1J	'disease has basis in' some gene
DOID:0110441	dilated cardiomyopathy 2B	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110442	dilated cardiomyopathy 1Q	'disease has basis in' some gene
DOID:0110443	dilated cardiomyopathy 1B	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110444	dilated cardiomyopathy 1X	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110445	dilated cardiomyopathy 1KK	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110446	dilated cardiomyopathy 1W	'disease has basis in' some gene
DOID:0110447	dilated cardiomyopathy 1DD	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110448	dilated cardiomyopathy 1HH	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110449	dilated cardiomyopathy 1M	'disease has basis in' some gene
DOID:0110450	dilated cardiomyopathy 1II	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110451	dilated cardiomyopathy 1O	'disease has basis in' some gene
DOID:0110452	dilated cardiomyopathy 1T	'disease has basis in' some gene
DOID:0110453	dilated cardiomyopathy 1EE	'disease has basis in' some gene
DOID:0110454	dilated cardiomyopathy 1S	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110455	dilated cardiomyopathy 1U	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110456	dilated cardiomyopathy 1R	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110457	dilated cardiomyopathy 1Y	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110458	dilated cardiomyopathy 1BB	'disease has basis in' some gene
DOID:0110459	dilated cardiomyopathy 1FF	'disease has basis in' some gene
DOID:0110460	dilated cardiomyopathy 2A	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110461	X-linked dilated cardiomyopathy	'has material basis in' some 'X-linked inheritance'
DOID:0110475	autosomal recessive nonsyndromic deafness 1A	'has material basis in' some 'digenic inheritance'
DOID:0110577	autosomal dominant nonsyndromic deafness 51	('has material basis in' some chromosome) and ('has material basis in' some duplication)
DOID:0110597	primary ciliary dyskinesia 22	'has symptom' some 'chronic cough'
DOID:0110601	primary ciliary dyskinesia 12	'disease has feature' some bronchiectasis|'has symptom' some 'chronic cough'|'has symptom' some 'wet cough'
DOID:0110602	primary ciliary dyskinesia 11	'disease has feature' some bronchiectasis|'has symptom' some 'chronic cough'|'has symptom' some 'wet cough'|'has symptom' some underweight
DOID:0110626	primary ciliary dyskinesia 2	'has symptom' some 'chronic cough'
DOID:0110629	Wolfram syndrome 1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110630	Wolfram syndrome 2	'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some bleeding
DOID:0110632	megaconial type congenital muscular dystrophy	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110633	rigid spine muscular dystrophy 1	'disease has location' some 'vertebral column'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110634	congenital muscular dystrophy 1B	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110635	muscular dystrophy-dystroglycanopathy type B5	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110636	congenital merosin-deficient muscular dystrophy 1A	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110637	muscular dystrophy-dystroglycanopathy type B6	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110639	congenital muscular dystrophy due to integrin alpha-7 deficiency	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110640	congenital muscular dystrophy due to LMNA mutation	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'
DOID:0110644	long QT syndrome 1	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0110645	long QT syndrome 2	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0110646	long QT syndrome 3	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0110647	long QT syndrome 5	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0110648	long QT syndrome 6	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0110649	long QT syndrome 8	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110650	long QT syndrome 9	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0110651	long QT syndrome 10	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110652	long QT syndrome 11	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110653	long QT syndrome 12	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110654	long QT syndrome 13	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110655	long QT syndrome 14	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110656	long QT syndrome 15	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110657	congenital myasthenic syndrome 8	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110658	congenital myasthenic syndrome 15	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110659	congenital myasthenic syndrome 7	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'
DOID:0110660	congenital myasthenic syndrome 12	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110661	congenital myasthenic syndrome 20	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110662	congenital myasthenic syndrome 1B	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0110663	congenital myasthenic syndrome 1A	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0110664	congenital myasthenic syndrome 3C	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110665	congenital myasthenic syndrome 3B	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0110666	congenital myasthenic syndrome 3A	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0110667	congenital myasthenic syndrome 5	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110668	congenital myasthenic syndrome 10	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'limb weakness'
DOID:0110669	congenital myasthenic syndrome 14	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0110670	congenital myasthenic syndrome 9	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110671	congenital myasthenic syndrome 6	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110672	congenital myasthenic syndrome 21	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110673	congenital myasthenic syndrome 19	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110674	congenital myasthenic syndrome 17	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110675	congenital myasthenic syndrome 11	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110676	congenital myasthenic syndrome 13	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110677	congenital myasthenic syndrome 4B	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0110678	congenital myasthenic syndrome 4A	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0110679	congenital myasthenic syndrome 4C	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110680	congenital myasthenic syndrome 2C	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0110681	congenital myasthenic syndrome 2A	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0110682	congenital myasthenic syndrome 16	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110683	congenital myasthenic syndrome 18	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has symptom' some 'muscle weakness'
DOID:0110698	hypotrichosis 1	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110699	hypotrichosis 2	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110700	hypotrichosis 3	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110701	hypotrichosis 4	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110702	hypotrichosis 5	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110703	hypotrichosis 6	'has material basis in' some 'autosomal recessive inheritance'
