extClass,label
OMIM:604278,"Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation"
OMIM:121270,"Copper Deficiency, Familial Benign"
OMIM:601160,Lissencephaly Type Iii And Bone Dysplasia
OMIM:110100,"Blepharophimosis, Ptosis, And Epicanthus Inversus"
OMIM:265300,"Lymphangiectasia, Pulmonary, Congenital"
OMIM:107480,Townes-Brocks Syndrome
OMIM:206550,"Angiolipomatosis, Familial"
OMIM:106750,Anonychia With Flexural Pigmentation
OMIM:184850,Stiff-Person Syndrome
OMIM:606574,"Albinism, Oculocutaneous, Type Iv"
OMIM:314200,Thyroxine-Binding Globulin Of Serum
OMIM:601808,Chromosome 18q Deletion Syndrome
OMIM:500009,"Mitochondrial Myopathy, Infantile, Transient"
OMIM:300843,Bornholm Eye Disease
OMIM:614462,Pyruvate Dehydrogenase Lipoic Acid Synthetase Deficiency
OMIM:614009,"Bleeding Disorder, Platelet-Type, 13, Susceptibility To"
OMIM:306950,"Hernia, Anterior Diaphragmatic"
OMIM:204110,"Amaurosis Congenita, Cone-Rod Type, With Congenital Hypertrichosis"
OMIM:300914,"Deafness, X-Linked 6"
OMIM:153400,Lymphedema-Distichiasis Syndrome
OMIM:185700,"Symphalangism, Distal"
OMIM:213010,Cerebellar Vermis Aplasia With Associated Features Suggesting Smith-Lemli-Opitz Syndrome And Meckel Syndrome
OMIM:601277,"Ichthyosis, Congenital, Autosomal Recessive 4a"
OMIM:184252,"Spondylometaphyseal Dysplasia, Kozlowski Type"
OMIM:605027,"Lymphoma, Non-Hodgkin, Familial"
OMIM:214980,"Cholestasis With Gallstone, Ataxia, And Visual Disturbance"
OMIM:609222,"Dandy-Walker Malformation With Occipital Cephalocele, Autosomal Dominant"
OMIM:120330,Papillorenal Syndrome
OMIM:312150,"Multiple Pterygium Syndrome, X-Linked"
OMIM:610543,"Chromosome 16p13.3 Deletion Syndrome, Proximal"
OMIM:131800,"Epidermolysis Bullosa Simplex, Localized"
OMIM:251230,Microcephaly-Micromelia Syndrome
OMIM:245800,Laurence-Moon Syndrome
OMIM:115000,Cardiac Arrhythmia
OMIM:182190,Sinus Node Disease And Myopia
OMIM:165200,Optic Atrophy With Demyelinating Disease Of Cns
OMIM:614491,"Pseudohypoaldosteronism, Type Iib"
OMIM:540000,"Mitochondrial Myopathy, Encephalopathy, Lactic Acidosis, And Stroke-Like Episodes"
OMIM:117360,Spinocerebellar Ataxia 29
OMIM:300852,"Mental Retardation, X-Linked 88"
OMIM:137040,"Gallbladder, Agenesis Of"
OMIM:612020,"Spastic Paraplegia 39, Autosomal Recessive"
OMIM:270220,Sjogren-Larsson-Like Ichthyosis Without Cns Or Eye Involvement
OMIM:614322,"Spinocerebellar Ataxia, Autosomal Recessive 12"
OMIM:610708,Optic Atrophy 5
OMIM:601466,Patent Ductus Venosus
OMIM:250500,"Metaphyseal Modeling Abnormality, Skin Lesions, And Spastic Paraplegia"
OMIM:614493,Wiskott-Aldrich Syndrome 2
OMIM:190400,Trigeminal Neuralgia
OMIM:608432,"Craniosynostosis, Calcification Of Basal Ganglia, And Facial Dysmorphism"
OMIM:213002,Cerebellar Hypoplasia With Endosteal Sclerosis
OMIM:604559,"Progressive Familial Heart Block, Type Ib"
OMIM:615073,Dystonia 25
OMIM:188770,"Tibia, Hypoplasia Of, With Polydactyly"
OMIM:600171,Gonadal Agenesis
OMIM:128200,Episodic Kinesigenic Dyskinesia 1
OMIM:134700,"Favism, Susceptibility To"
OMIM:217990,"Corpus Callosum, Agenesis Of"
OMIM:253550,"Spinal Muscular Atrophy, Type Ii"
OMIM:601161,Trisomy 18-Like Syndrome
OMIM:123450,Cri-Du-Chat Syndrome
OMIM:614962,Leptin Deficiency
OMIM:151600,"Nail Disorder, Nonsyndromic Congenital, 3"
OMIM:609029,Emanuel Syndrome
OMIM:271700,Spondyloperipheral Dysplasia
OMIM:601410,"Diabetes Mellitus, Transient Neonatal, 1"
OMIM:601809,Spondylospinal Thoracic Dysostosis
OMIM:612389,"Pontocerebellar Hypoplasia, Type 2b"
OMIM:211369,"Brachydactyly, Type A2, With Microcephaly"
OMIM:248950,Mcdonough Syndrome
OMIM:136300,Flynn-Aird Syndrome
OMIM:608688,Aicar Transformylase/Imp Cyclohydrolase Deficiency
OMIM:224500,"Dystonia 2, Torsion, Autosomal Recessive"
OMIM:253400,"Spinal Muscular Atrophy, Type Iii"
OMIM:610006,2-Methylbutyryl-Coa Dehydrogenase Deficiency
OMIM:213900,Cerebral Sclerosis Similar To Pelizaeus-Merzbacher Disease
OMIM:300915,"Microphthalmia, Syndromic 13"
OMIM:602400,"Ichthyosis, Congenital, Autosomal Recessive 11"
OMIM:607565,"Spastic Paraplegia, Ataxia, And Mental Retardation"
OMIM:163850,"Noduli Cutanei, Multiple, With Urinary Tract Abnormalities"
OMIM:603736,"Ohdo Syndrome, Sbbys Variant"
OMIM:215140,Greenberg Dysplasia
OMIM:173650,Kindler Syndrome
OMIM:231060,Genitopalatocardiac Syndrome
OMIM:181030,"Salivary Gland Adenoma, Pleomorphic"
OMIM:184253,"Spondylometaphyseal Dysplasia, Algerian Type"
OMIM:106300,"Spondyloarthropathy, Susceptibility To, 1"
OMIM:611087,"Polyhydramnios, Megalencephaly, And Symptomatic Epilepsy"
OMIM:107741,Apolipoprotein E
OMIM:300352,Cerebral Creatine Deficiency Syndrome 1
OMIM:614650,"Coenzyme Q10 Deficiency, Primary, 6"
OMIM:610208,"Migraine With Or Without Aura, Susceptibility To, 10"
OMIM:606835,"Digital Arthropathy-Brachydactyly, Familial"
OMIM:614286,Myelodysplastic Syndrome
OMIM:192445,"Ventricular Extrasystoles With Syncope, Perodactyly, And Robin Sequence"
OMIM:225200,Ectopia Lentis Et Pupillae
OMIM:234100,Hallermann-Streiff Syndrome
OMIM:262650,Kowarski Syndrome
OMIM:158345,Multiple Exostoses With Spastic Tetraparesis
OMIM:119570,Cleft Soft Palate
OMIM:304100,"Corpus Callosum, Partial Agenesis Of, X-Linked"
OMIM:306300,"Granulomas, Congenital Cerebral"
OMIM:248250,"Hypomagnesemia 3, Renal"
OMIM:300853,"Immunodeficiency, X-Linked, With Magnesium Defect, Epstein-Barr Virus Infection, And Neoplasia"
OMIM:614494,Retinitis Pigmentosa 63
OMIM:614323,"Nevoid Hypermelanosis, Linear And Whorled"
OMIM:108320,"Artichoke, Modification Of Taste By"
OMIM:190330,Trichomegaly
OMIM:612567,"Inflammatory Bowel Disease 25, Autosomal Recessive"
OMIM:602025,Body Mass Index Quantitative Trait Locus 9
OMIM:248100,Macrosomia Adiposa Congenita
OMIM:612975,Short Sleeper
OMIM:216550,Cohen Syndrome
OMIM:310465,N Syndrome
OMIM:255120,Carnitine Palmitoyltransferase I Deficiency
OMIM:611283,Isobutyryl-Coa Dehydrogenase Deficiency
OMIM:601162,"Spastic Paraplegia 9, Autosomal Dominant"
OMIM:272000,"Sucrosuria, Hiatus Hernia And Mental Retardation"
OMIM:115665,"Cataract 8, Multiple Types"
OMIM:203740,Alpha-Ketoglutarate Dehydrogenase Deficiency
OMIM:149730,Lacrimoauriculodentodigital Syndrome
OMIM:613969,"Myopia 19, Autosomal Dominant"
OMIM:133690,"Exostoses With Anetodermia And Brachydactyly, Type E"
OMIM:172500,"Photomyoclonus, Diabetes Mellitus, Deafness, Nephropathy, And Cerebral Dysfunction"
OMIM:602782,Histiocytosis-Lymphadenopathy Plus Syndrome
OMIM:614325,Pitt-Hopkins-Like Syndrome 2
OMIM:145270,Hyperproglucagonemia
OMIM:137210,"Gastric Volvulus, Intrathoracic"
OMIM:204730,"Amino Aciduria With Mental Deficiency, Dwarfism, Muscular Dystrophy, Osteoporosis, And Acidosis"
OMIM:171450,Phlebectasia Of Lips
OMIM:170100,Prolidase Deficiency
OMIM:609152,"Hyperthyroidism, Nonautoimmune"
OMIM:245130,Ketoadipicaciduria
OMIM:137900,Globulin Anomaly Involving Beta (2a)-Globulin
OMIM:229120,Fountain Syndrome
OMIM:210000,Behr Syndrome
OMIM:602401,"Ectodermal Dysplasia 8, Hair/Tooth/Nail Type"
OMIM:112350,Weismann-Netter Syndrome
OMIM:256600,Neurodegeneration With Brain Iron Accumulation 2a
OMIM:600790,"Chorioretinal Atrophy, Progressive Bifocal"
OMIM:147050,"Ige Responsiveness, Atopic"
OMIM:308300,Incontinentia Pigmenti
OMIM:600705,Satoyoshi Syndrome
OMIM:165600,"Orbital Margin, Hypoplasia Of"
OMIM:601884,Bone Mineral Density Quantitative Trait Locus 1
OMIM:149300,"Nail Disorder, Nonsyndromic Congenital, 2"
OMIM:268150,"Rh-Null, Regulator Type"
OMIM:260500,Papilloma Of Choroid Plexus
OMIM:610209,"Migraine With Or Without Aura, Susceptibility To, 11"
OMIM:173200,Pityriasis Rubra Pilaris
OMIM:309930,"Muscular Dystrophy, Cardiac Type"
OMIM:614651,"Coenzyme Q10 Deficiency, Primary, 2"
OMIM:186580,Blau Syndrome
OMIM:276200,T-Substance Anomaly
OMIM:302600,"Spinocerebellar Ataxia, X-Linked 2"
OMIM:243080,"Inosine Phosphorylase Deficiency, Immune Defect Due To"
OMIM:231530,3-Hydroxyacyl-Coa Dehydrogenase Deficiency
OMIM:105563,Anal Sphincter Dysplasia
OMIM:264010,"Prader-Willi Habitus, Osteopenia, And Camptodactyly"
OMIM:608611,Ribose 5-Phosphate Isomerase Deficiency
OMIM:185000,Overhydrated Hereditary Stomatocytosis
OMIM:106050,"Angioma Serpiginosum, Autosomal Dominant"
OMIM:247450,"Lymphoblastic Transformation, Intrinsic Defect In"
OMIM:129200,"Adermatoglyphia With Congenital Facial Milia And Acral Blisters, Digital Contractures, And Nail Abnormalities"
OMIM:615233,Retinitis Pigmentosa 66
OMIM:614495,"Pseudohypoaldosteronism, Type Iid"
OMIM:603896,Leukoencephalopathy With Vanishing White Matter
OMIM:307300,"Hypogonadism, Male"
OMIM:606960,Insulinoma Tumor Suppressor Gene Locus
OMIM:600736,Velofacioskeletal Syndrome
OMIM:131100,"Multiple Endocrine Neoplasia, Type I"
OMIM:107680,Apolipoprotein A-I
OMIM:222700,Lysinuric Protein Intolerance
OMIM:245100,Richards-Rundle Syndrome
OMIM:177100,"Pruritus, Hereditary Localized"
OMIM:609428,Tukel Syndrome
OMIM:600231,"Palmoplantar Keratoderma, Bothnian Type"
OMIM:300854,"Renal Cell Carcinoma, Xp11-Associated"
OMIM:156220,"Meralgia Paraesthetica, Familial"
OMIM:600559,"Hydrocephalus, Endocardial Fibroelastosis, And Cataracts"
OMIM:239500,"Hyperprolinemia, Type I"
OMIM:609649,Trichilemmal Cyst 1
OMIM:614324,Ovarian Dysgenesis 3
OMIM:155900,Melkersson-Rosenthal Syndrome
OMIM:601163,"Diaphragmatic Defects, Limb Deficiencies, And Ossification Defects Of Skull"
OMIM:202300,"Adrenocortical Carcinoma, Hereditary"
OMIM:259250,"Osteodysplasia, Familial, Anderson Type"
OMIM:252150,"Molybdenum Cofactor Deficiency, Complementation Group A"
OMIM:310700,"Nystagmus 1, Congenital, X-Linked"
OMIM:125250,"Optic Atrophy With Or Without Deafness, Ophthalmoplegia, Myopathy, Ataxia, And Neuropathy"
OMIM:241760,Hypospadias-Mental Retardation Syndrome
OMIM:150800,Hereditary Leiomyomatosis And Renal Cell Cancer
OMIM:614326,Feingold Syndrome 2
OMIM:156190,Mental And Growth Retardation With Amblyopia
OMIM:610797,"Epiphyseal Dysplasia, Baumann Type"
OMIM:275120,Thyrotropin-Releasing Hormone Deficiency
OMIM:613652,C1q Deficiency
OMIM:606798,"Blepharospasm, Benign Essential"
OMIM:611284,"Dystonia, Focal, Task-Specific"
OMIM:300659,"Mental Retardation, X-Linked 93"
OMIM:133240,"Esophageal Ring, Lower"
OMIM:155755,Melanoma-Astrocytoma Syndrome
OMIM:209010,"Atherosclerosis, Premature, With Deafness, Nephropathy, Diabetes Mellitus, Photomyoclonus, And Degenerative Neurologic Disease"
OMIM:272430,Cold-Induced Sweating Syndrome 1
OMIM:601885,"Cataract 14, Multiple Types"
OMIM:600791,"Deafness, Autosomal Recessive 4, With Enlarged Vestibular Aqueduct"
OMIM:600706,Proximal Myopathy With Focal Depletion Of Mitochondria
OMIM:613860,Immunodeficiency Due To Ficolin 3 Deficiency
OMIM:212140,"Carnitine Deficiency, Systemic Primary"
OMIM:226200,Enterokinase Deficiency
OMIM:268080,Retinoschisis Of Fovea
OMIM:206700,"Aniridia, Cerebellar Ataxia, And Mental Retardation"
OMIM:263650,"Popliteal Pterygium Syndrome, Lethal Type"
OMIM:300354,"Mental Retardation, X-Linked, With Short Stature, Hypogonadism, And Abnormal Gait"
OMIM:258500,Optic Atrophy 6
OMIM:608404,Platelet Glycoprotein Iv Deficiency
OMIM:304110,Craniofrontonasal Syndrome
OMIM:304500,"Deafness, X-Linked 1"
OMIM:210400,"Bifid Nose, Autosomal Recessive"
OMIM:601477,Ribbing Disease
OMIM:600223,Spinocerebellar Ataxia 4
OMIM:603903,Sickle Cell Anemia
OMIM:601170,"Muscular Dystrophy, Congenital, With Severe Central Nervous System Atrophy And Absence Of Large Myelinated Fibers"
OMIM:254780,Myoclonic Epilepsy Of Lafora
OMIM:313400,"Spondyloepiphyseal Dysplasia Tarda, X-Linked"
OMIM:312550,"Retinal Dysplasia, Primary"
OMIM:612079,"Alopecia, Neurologic Defects, And Endocrinopathy Syndrome"
OMIM:258470,Ophthalmoplegic Neuromuscular Disorder With Abnormal Mitochondria
OMIM:148500,Tylosis With Esophageal Cancer
OMIM:610954,Pitt-Hopkins Syndrome
OMIM:612313,Glass Syndrome
OMIM:613886,"Obesity, Hyperphagia, And Developmental Delay"
OMIM:605388,"Cerebral Palsy, Ataxic, Autosomal Recessive"
OMIM:607417,"Mental Retardation, Autosomal Recessive 2"
OMIM:610460,Thiopurine S-Methyltransferase Deficiency
OMIM:611102,"Deafness, Sensorineural, And Male Infertility"
OMIM:608612,Mandibuloacral Dysplasia With Type B Lipodystrophy
OMIM:611816,Temple-Baraitser Syndrome
OMIM:214350,Chands
OMIM:470000,"Ribosomal Protein S4, Y-Linked, 1"
OMIM:612591,"Colorectal Cancer, Susceptibility To, 10"
OMIM:609227,"Griscelli Syndrome, Type 3"
OMIM:134430,"Factor Vii And Factor Viii, Combined Deficiency Of"
OMIM:211200,Bowen Syndrome Of Multiple Malformations
OMIM:106240,Anisocoria
OMIM:312600,Retinitis Pigmentosa 2
OMIM:613581,Retinitis Pigmentosa 56
OMIM:601341,"Atrophia Maculosa Varioliformis Cutis, Familial"
OMIM:114140,"Callosities, Hereditary Painful"
OMIM:248510,"Mannosidosis, Beta A, Lysosomal"
OMIM:613464,Retinitis Pigmentosa 51
OMIM:124700,"Deafness, Mid-Tone Neural"
OMIM:614496,"Pseudohypoaldosteronism, Type Iie"
OMIM:147060,"Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant"
OMIM:191600,"Ureter, Cancer Of"
OMIM:117800,"Apocrine Gland Secretion, Variation In"
OMIM:613830,"Night Blindness, Congenital Stationary, Type 1d"
OMIM:614327,Tumor Predisposition Syndrome
OMIM:610798,Immunodeficiency Due To Defect In Mapbp-Interacting Protein
OMIM:601319,Odontomicronychial Dysplasia
OMIM:148050,Kbg Syndrome
OMIM:240600,"Glycogen Storage Disease 0, Liver"
OMIM:601634,"Neural Tube Defects, Folate-Sensitive"
OMIM:613559,Combined Oxidative Phosphorylation Deficiency 7
OMIM:260900,"Pericardial Effusion, Chronic"
OMIM:130100,Elastosis Perforans Serpiginosa
OMIM:239000,"Paget Disease, Juvenile"
OMIM:136500,"Focal Facial Dermal Dysplasia 1, Brauer Type"
OMIM:600792,"Deafness, Autosomal Recessive 5"
OMIM:426000,Lysine-Specific Demethylase 5d
OMIM:126180,"Discrimination, Two-Point, Reduction In"
OMIM:612921,Three M Syndrome 2
OMIM:300270,Adrenomyodystrophy
OMIM:615651,Leukoencephalopathy With Ataxia
OMIM:614850,"Herpes Simplex Encephalitis, Susceptibility To, 4"
OMIM:608984,"Ataxia, Sensory, 1, Autosomal Dominant"
OMIM:221700,"Deafness, Neural, With Atypical Atopic Dermatitis"
OMIM:613861,Retinitis Pigmentosa 59
OMIM:601350,"Short Stature Syndrome, Brussels Type"
OMIM:119800,"Clubfoot, Congenital, With Or Without Deficiency Of Long Bones And/Or Mirror-Image Polydactyly"
OMIM:190800,Tristichiasis
OMIM:600224,Spinocerebellar Ataxia 5
OMIM:272620,Tardive Dyskinesia
OMIM:258501,"3-Methylglutaconic Aciduria, Type Iii"
OMIM:227810,Fanconi-Bickel Syndrome
OMIM:608763,"Ehlers-Danlos Syndrome, Beasley-Cohen Type"
OMIM:602080,Paget Disease Of Bone
OMIM:601027,"Tibia, Absence Or Hypoplasia Of, With Polydactyly, Retrocerebellar Arachnoid Cyst, And Other Anomalies"
OMIM:219730,Ventriculomegaly With Cystic Kidney Disease
OMIM:150280,Laryngomalacia
OMIM:612947,"Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance"
OMIM:156900,"Microphthalmia, Isolated, With Corectopia"
OMIM:105565,"Anal Sphincter Myopathy, Internal"
OMIM:228800,"Fibrosclerosis, Multifocal"
OMIM:300355,"Mental Retardation, X-Linked 73"
OMIM:270685,"Spastic Paraplegia 17, Autosomal Dominant"
OMIM:241800,Hypothalamic Hamartomas
OMIM:139400,Hair Whorl
OMIM:613887,Cataract 36
OMIM:615048,"Spinal Muscular Atrophy, Jokela Type"
OMIM:100300,Adams-Oliver Syndrome 1
OMIM:156230,Mesomelic Dwarfism Of Hypoplastic Tibia And Radius Type
OMIM:117300,"Cerebral Amyloid Angiopathy, Itm2b-Related, 2"
OMIM:612726,Hardikar Syndrome
OMIM:260450,"Pancreatic Insufficiency, Combined Exocrine"
OMIM:249420,Frank-Ter Haar Syndrome
OMIM:126150,Heparin-Binding Egf-Like Growth Factor
OMIM:609345,Cerebrorenodigital Syndrome With Limb Malformations And Triradiate Acetabula
OMIM:277470,"Pontocerebellar Hypoplasia, Type 2a"
OMIM:300029,Retinitis Pigmentosa 3
OMIM:249700,Langer Mesomelic Dysplasia
OMIM:125000,"Deafness, Unilateral"
OMIM:300216,Coats Disease
OMIM:262700,"Pituitary Hormone Deficiency, Combined, 4"
OMIM:145300,"Hypersensitivity Pneumonitis, Familial"
OMIM:120040,Cochleosaccular Degeneration With Progressive Cataracts
OMIM:265430,Lung Agenesis
OMIM:613582,Retinitis Pigmentosa 57
OMIM:615400,"Epilepsy, Familial Adult Myoclonic, 5"
OMIM:166740,Osteosclerosis With Ichthyosis And Fractures
OMIM:300589,"Nystagmus 5, Congenital, X-Linked"
OMIM:216950,Complement Component C1r/C1s Deficiency
OMIM:614497,"Microphthalmia, Isolated, With Coloboma 7"
OMIM:613174,Chromosome 5p13 Duplication Syndrome
OMIM:608709,"Lipodystrophy, Partial, Acquired, Susceptibility To"
OMIM:107000,"Nail Disorder, Nonsyndromic Congenital, 6"
OMIM:600903,"Wiskott-Aldrich Syndrome, Autosomal Dominant Form"
OMIM:610799,"Invasive Pneumococcal Disease, Recurrent Isolated, 1"
OMIM:259660,"Osteomalacia, Sclerosing, With Cerebral Calcification"
OMIM:611702,"Spondylometaphyseal Dysplasia, East African Type"
OMIM:236900,Hydroxylysinuria
OMIM:612119,Trehalase Deficiency
OMIM:103050,Adenylosuccinase Deficiency
OMIM:194533,Zinc Finger Protein 35
OMIM:607694,"Leukodystrophy, Hypomyelinating, 7, With Or Without Oligodontia And/Or Hypogonadotropic Hypogonadism"
OMIM:601706,Yemenite Deaf-Blind Hypopigmentation Syndrome
OMIM:257920,3mc Syndrome 1
OMIM:309620,"Mental Retardation, Skeletal Dysplasia, And Abducens Palsy"
OMIM:604213,Chudley-Mccullough Syndrome
OMIM:179270,Radial Ray Hypoplasia With Choanal Atresia
OMIM:234500,Hartnup Disorder
OMIM:265140,Pulmonary Arteriovenous Fistulas
OMIM:614662,Cortisone Reductase Deficiency 2
OMIM:193670,Whim Syndrome
OMIM:102150,Acromegaloid Facial Appearance Syndrome
OMIM:263400,"Erythrocytosis, Familial, 2"
OMIM:611182,"Congenital Disorder Of Glycosylation, Type Iih"
OMIM:614328,"Inflammatory Skin And Bowel Disease, Neonatal"
OMIM:150250,Larsen Syndrome
OMIM:614211,"Deafness, Autosomal Dominant 33"
OMIM:300271,"Mental Retardation, X-Linked 72"
OMIM:147920,Kabuki Syndrome 1
OMIM:613339,"Epilepsy, Hot Water, 1"
OMIM:266130,Glutathione Synthetase Deficiency
OMIM:248700,Marden-Walker Syndrome
OMIM:217300,Cornea Plana 2
OMIM:270350,"Skunk N-Butylmercaptan, Inability To Smell"
OMIM:601596,"Charcot-Marie-Tooth Disease, Type 4c"
OMIM:305670,Gastrin-Releasing Peptide Receptor
OMIM:615361,"Hypocalcemia, Autosomal Dominant 2"
OMIM:165800,"Osteochondritis Dissecans, Short Stature, And Early-Onset Osteoarthritis"
OMIM:303100,Choroideremia
OMIM:188800,"Tibial Torsion, Bilateral Medial"
OMIM:274800,Thyroid Dyshormonogenesis 4
OMIM:610743,"Spinocerebellar Ataxia, Autosomal Recessive 8"
OMIM:212550,"Microphthalmia, Isolated, With Cataract 2"
OMIM:267760,"Retinal Degeneration With Nanophthalmos, Cystic Macular Degeneration, And Angle Closure Glaucoma"
OMIM:602081,Speech-Language Disorder 1
OMIM:612948,"Stargardt Macular Degeneration, Absent Or Hypoplastic Corpus Callosum, Mental Retardation, And Dysmorphic Features"
OMIM:614055,Acetyl-Coa Acetyltransferase-2 Deficiency
OMIM:187750,"Thoracic Dysostosis, Isolated"
OMIM:256690,Neurofaciodigitorenal Syndrome
OMIM:601351,"Growth Retardation, Deafness, Femoral Epiphyseal Dysplasia, And Lacrimal Duct Obstruction"
OMIM:114150,Camptobrachydactyly
OMIM:608406,"Vater-Like Defects With Pulmonary Hypertension, Laryngeal Webs, And Growth Deficiency"
OMIM:190320,Trichodentoosseous Syndrome
OMIM:232700,Glycogen Storage Disease Vi
OMIM:606711,Specific Language Impairment 1
OMIM:168800,"Parotidomegaly, Hereditary Bilateral"
OMIM:300280,Uruguay Faciocardiomusculoskeletal Syndrome
OMIM:615457,Body Mass Index Quantitative Trait Locus 18
OMIM:262875,Platelet Prostacyclin Receptor Defect
OMIM:136580,Fragile Site 16q22
OMIM:156400,"Metaphyseal Chondrodysplasia, Jansen Type"
OMIM:607829,"Mitral Valve Prolapse, Myxomatous 2"
OMIM:300388,"Polymicrogyria, Bilateral Perisylvian, X-Linked"
OMIM:165300,"Optic Atrophy 3, Autosomal Dominant"
OMIM:180920,Aplasia Of Lacrimal And Salivary Glands
OMIM:615401,Immunodeficiency 8
OMIM:241550,Hypoplastic Left Heart Syndrome 1
OMIM:136900,"Fundus Dystrophy, Pseudoinflammatory, Of Sorsby"
OMIM:175750,Popliteal Cyst
OMIM:604916,"Hydronephrosis, Congenital, With Cleft Palate, Characteristic Facies, Hypotonia, And Mental Retardation"
